Mark Howe,1955-01-01T00:00:00+02:00,1955-05-28,male,{Detroit|Michigan|United States}
Rob Riley (ice hockey),1955-01-01T00:00:00+02:00,1955-01-15,male,{West Point New York|United States|New York}
Don Jackson (ice hockey),1956-01-01T00:00:00+02:00,1956-09-02,,{Minnesota|Minneapolis|United States}
Mike Eaves,1956-01-01T00:00:00+02:00,1956-06-10,,{Colorado|Denver|United States}
Reed Larson,1956-01-01T00:00:00+02:00,1956-07-30,male,{Minnesota|Minneapolis|United States}
Phil Verchota,1956-01-01T00:00:00+02:00,1956-12-28,male,{Minnesota|Duluth Minnesota|United States}
Dave Dornseif,1956-01-01T00:00:00+02:00,1956-08-12,male,{Minnesota|Edina Minnesota|United States}
Bill Baker (ice hockey),1956-01-01T00:00:00+02:00,1956-11-29,,{Minnesota|Grand Rapids Minnesota|United States}
Cal Sandbeck,1956-01-01T00:00:00+02:00,1956-01-28,male,{Minnesota|International Falls Minnesota|United States}
Walt Kyle,1956-01-01T00:00:00+02:00,1956-06-11,male,{Waterloo Iowa|United States|Iowa}
Jeff Eisenberg,1956-01-01T00:00:00+02:00,1956-06-27,male,{Tennessee|Memphis Tennessee|United States}
Jim Cunningham (ice hockey),1956-01-01T00:00:00+02:00,1956-08-15,male,{Minnesota|Saint Paul Minnesota|United States}
Jim Walsh (ice hockey),1956-01-01T00:00:00+02:00,1956-10-26,male,{Norfolk Virginia|Virginia|United States}
Craig Hanmer,1956-01-01T00:00:00+02:00,1956-01-06,male,{Minnesota|Saint Paul Minnesota|United States}
Ken Morrow,1956-01-01T00:00:00+02:00,1956-10-17,male,{Michigan|Flint Michigan|United States}
Jack Hughes (ice hockey born 1957),1957-01-01T00:00:00+02:00,1957-07-20,male,{Somerville Massachusetts|Massachusetts|United States}
Jack O'Callahan,1957-01-01T00:00:00+02:00,1957-07-24,male,{Charlestown Boston|Massachusetts|United States}
Tim Harrer,1957-01-01T00:00:00+02:00,1957-05-10,male,{Minnesota|Bloomington Minnesota|United States}
Tom Gorence,1957-01-01T00:00:00+02:00,1957-03-11,,{Minnesota|Saint Paul Minnesota|United States}
Gordie Roberts,1957-01-01T00:00:00+02:00,1957-10-02,male,{Detroit|Michigan|United States}
Peter Hayek,1957-01-01T00:00:00+02:00,1957-11-16,male,{Minnesota|Minneapolis|United States}
Roy Sommer,1957-01-01T00:00:00+02:00,1957-04-05,male,{California|Oakland California|United States}
Mike Brown (ice hockey born 1957),1957-01-01T00:00:00+02:00,1957-12-23,male,{Detroit|Michigan|United States}
Val James,1957-01-01T00:00:00+02:00,1957-02-14,male,{Florida|Ocala Florida|United States}
Steve Baker (ice hockey),1957-01-01T00:00:00+02:00,1957-05-06,,{Boston|Massachusetts|United States}
Steve Martinson,1957-01-01T00:00:00+02:00,1957-06-21,male,{Minnesota|Minnetonka Minnesota|United States}
Mark Johnson (ice hockey),1957-01-01T00:00:00+02:00,1957-09-22,male,{Minnesota|Minneapolis|United States}
Joe Mullen,1957-01-01T00:00:00+02:00,1957-02-26,male,{New York City|United States|New York}
John Harrington (ice hockey),1957-01-01T00:00:00+02:00,1957-05-24,,{Minnesota|Virginia Minnesota|United States}
Ralph Cox,1957-01-01T00:00:00+02:00,1957-02-27,male,{Braintree Massachusetts|Massachusetts|United States}
Randy Wilson,1957-01-01T00:00:00+02:00,1957-08-28,,{Rhode Island|East Providence Rhode Island|United States}
Richie Dunn,1957-01-01T00:00:00+02:00,1957-05-12,male,{Boston|Massachusetts|United States}
Jim Craig (ice hockey),1957-01-01T00:00:00+02:00,1957-05-31,,{Easton Massachusetts|Massachusetts|United States}
Jim Korn,1957-01-01T00:00:00+02:00,1957-07-28,male,{Spokane Washington|Washington (state)|United States}
Jim Stewart (ice hockey),1957-01-01T00:00:00+02:00,1957-04-23,,{Cambridge Massachusetts|Massachusetts|United States}
Keith Hanson,1957-01-01T00:00:00+02:00,1957-04-26,male,{Minnesota|Ada Minnesota|United States}
Don Waddell,1958-01-01T00:00:00+02:00,1958-08-19,male,{Detroit|Michigan|United States}
Mike McDougall,1958-01-01T00:00:00+02:00,1958-04-30,male,{Michigan|Port Huron Michigan|United States}
Steve Christoff,1958-01-01T00:00:00+02:00,1958-01-23,,{Illinois|Springfield Illinois|United States}
Mark Morris (ice hockey),1958-01-01T00:00:00+02:00,1958-03-31,male,{Massena New York|United States|New York}
Mark Pavelich,1958-01-01T00:00:00+02:00,1958-02-28,,{Minnesota|Eveleth Minnesota|United States}
Rob McClanahan,1958-01-01T00:00:00+02:00,1958-01-09,male,{Minnesota|Saint Paul Minnesota|United States}
Dave Feamster,1958-01-01T00:00:00+02:00,1958-09-10,male,{Detroit|Michigan|United States}
Dean Lombardi,1958-01-01T00:00:00+02:00,1958-03-05,male,{Holyoke Massachusetts|Massachusetts|United States}
Jeff Brubaker,1958-01-01T00:00:00+02:00,1958-02-24,male,{Maryland|Hagerstown Maryland|United States}
Jeff Pyle (ice hockey),1958-01-01T00:00:00+02:00,1958-10-07,male,{Missouri|Fort Leonard Wood Missouri|United States}
Chris Nilan,1958-01-01T00:00:00+02:00,1958-02-09,male,{Boston|Massachusetts|United States}
Curt Fraser,1958-01-01T00:00:00+02:00,1958-01-12,male,{Ohio|Cincinnati|United States}
Paul Fenton (ice hockey),1959-01-01T00:00:00+02:00,1959-12-22,male,{Springfield Massachusetts|Massachusetts|United States}
Steve Ulseth,1959-01-01T00:00:00+02:00,1959-02-22,male,{Minnesota|Roseville Minnesota|United States}
