"477",4750000,"87-01-01","Sollentuna","","Sweden","Sweden",71,189,2005,7,230,"R","Hornqvist","Patric","RW","PIT",70,21,23,15,8,44,16,13.5,28,1495,66995,1108.7,15.95,15.91,"28.80%","52.40%","11.00%","0.93","1039","4.55","1.73","72.40%",52,"2.81",326,326,273,223,223,223,26.3,111,24,15,"39",24.9,22.9,"242",227,227,143,"84",50,11,30,62,11,30,62,"7.10%",3,8,3,8,"27.30%","0.90%",0,0,1,2,2,6,0,1,0,3,3,7,0,2,6,0,0,0,4,0,0,1,3,1,12,1,4,5,40,29,2,11,25,27,2,127,14,17,14,17,3,7.6,14,0,0,0,0,1322,871,1017,616,767,457,79.3,38.6,291,129,84,32,80,36,46,39,126,75,601,648,532,569,126,135,67,67,4,1.4,5.5,2742.78,317,18.4,"118.7",60.2,0.86
"482",1e+06,"91-12-02","Nassjo","","Sweden","Sweden",72,190,2010,6,157,"R","Fast","Jesper","RW/LW","NYR",68,6,15,10,5,21,6,-1,16,1409,56290,935,13.8,13.78,"24.60%","58.30%","9.50%","0.916","1011","2.31","2.57","47.40%",-4,"-0.26",101,101,81,56,56,56,7.6,33,5,4,"9",20.8,19,"210.3",99,99,95,"4",25,21,29,44,21,29,44,"4.80%",17,27,17,27,"38.60%","5.30%",3,0,7,19,7,8,0,10,9,8,13,17,0,0,1,0,0,0,0,0,0,1,4,0,1,0,1,3,21,1,0,1,6,15,2,31,7,7,8,8,0,-1.1,7,0,0,0,0,721,910,537,660,379,476,32.6,42.2,118,165,36,40,15,24,40,48,55,72,418,412,407,363,165,119,55,45,0.4,1.1,1.5,2871.35,159,18.3,"104.7",19,0.28
"517",7e+06,"87-11-23","G_vle","","Sweden","Sweden",73,213,2006,1,4,"L","Backstrom","Nicklas","C","WSH",82,23,63,32,31,86,17,1.3,38,1842,89839,1495.3,18.27,18.25,"30.90%","84.30%","11.90%","0.923","1042","4.09","1.97","67.50%",53,"2.13",268,268,218,161,162,162,17,64,14,16,"30",30.6,29.3,"454.6",45,45,71,"-26",57,54,61,33,54,61,33,"2.70%",685,648,685,648,"51.40%","81.50%",170,205,247,213,268,230,210,169,237,243,417,404,2,5,5,1,0,0,3,1,1,4,2,0,12,0,5,8,44,12,4,14,34,12,0,86,19,11,19,8,-8,-4.1,19,0,0,0,0,1626,1237,1254,939,858,635,85,60.8,279,217,102,49,56,49,71,82,127,131,846,790,493,435,267,204,90,73,7.8,2.1,9.9,3337.35,116,5.6,"114.9",74.5,0.91
"528",4e+06,"93-07-12","Karlstad","","Sweden","Sweden",73,193,2011,1,10,"L","Brodin","Jonas","D","MIN",68,3,22,8,14,25,5,11.9,20,1694,79838,1325.2,19.55,19.54,"33.10%","39.70%","9.80%","0.918","1017","2.85","2.31","55.30%",12,"0.54",186,186,123,85,85,85,3.7,5,2,7,"9",53,50.2,"153.1",20,20,81,"-61",38,29,16,89,29,16,89,"7.60%",0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,1,3,34,1,0,37,7,0,0,40,10,7,10,6,-3,3.8,10,0,0,0,0,1155,1176,875,878,641,625,53.3,47,194,140,63,51,37,30,53,51,90,81,633,600,352,442,136,128,66,64,1.4,2.7,4.1,2676.69,129,3.6,"105.5",27.6,0.41
"534",1e+06,"93-01-08","Marsta","","Sweden","Sweden",73,189,2011,2,53,"L","Karlsson","William","C","CBJ",81,6,19,13,6,25,10,0.6,10,1587,65063,1084.3,13.38,13.39,"23.70%","58.10%","8.80%","0.925","1013","2.38","2.49","48.90%",-2,"-0.11",169,169,130,96,96,96,10.1,39,8,7,"15",26,25.6,"247.8",35,35,44,"-9",34,20,33,24,20,33,24,"2.20%",435,525,435,525,"45.30%","88.10%",182,270,141,134,112,121,131,157,157,198,264,314,0,2,3,0,0,0,1,0,0,1,0,0,4,0,1,2,31,13,3,8,23,5,0,44,4,10,5,9,6,3,4,0,0,0,0,834,1102,643,852,490,602,42,59.8,143,193,43,45,32,53,40,38,72,91,496,594,336,351,117,102,61,52,0.5,1.5,2,3494.47,69,17,"107.1",22.4,0.28
"541",6500000,"84-03-01","Winnipeg","MB","Canada","Sweden",72,211,2002,1,24,"L","Steen","Alex","LW/C","STL",76,16,35,20,15,51,-2,-0.1,53,2047,88034,1462.6,19.3,19.28,"32.40%","69.90%","11.10%","0.902","1013","2.99","2.71","52.50%",7,"0.29",228,228,174,117,117,117,12.6,41,6,6,"12",30.3,27.9,"294.5",33,33,101,"-68",57,18,27,69,18,27,69,"5.40%",101,146,101,146,"40.90%","14.20%",32,43,39,47,30,56,34,38,27,43,59,108,0,2,2,4,0,0,0,0,3,2,1,0,10,2,3,6,46,10,0,25,7,12,0,63,21,24,19,16,3,-2.5,19,1,0,1,0,1238,1285,926,931,655,673,61.6,56.4,206,182,73,66,41,43,33,48,74,91,871,866,300,448,122,134,92,74,3.3,1.6,5,3053.95,156,3.2,"103.5",42.3,0.56
"545",925000,"97-01-29","Karlstad","","Sweden","Sweden",74,197,2015,1,20,"L","Eriksson Ek","Joel","C/RW/LW","MIN",15,3,4,2,2,7,1,-1.4,4,244,9551,159.2,10.62,10.61,"20.00%","100.00%","10.90%","0.941","1050","2.64","2.26","53.80%",1,"0.38",25,25,22,15,15,15,1.2,3,1,1,"2",31.2,27.8,"33.7",23,23,15,"8",7,3,3,8,3,3,8,"4.70%",45,64,45,64,"41.30%","68.60%",8,19,18,24,19,21,17,26,17,20,25,28,0,2,1,0,0,0,0,0,0,1,0,0,2,0,0,1,6,3,0,1,4,0,1,6,2,1,2,1,-1,0,2,0,0,0,0,119,169,94,132,64,101,4,6.3,10,17,7,6,1,3,7,4,8,7,72,87,69,77,11,15,8,8,0.7,0.2,0.8,636.05,35,13,"108.6",3.8,0.25
"548",1500000,"86-01-17","Gothenburg","","Sweden","Sweden",75,209,2006,6,161,"L","Stalberg","Viktor","LW/RW","CAR/OTT",75,11,5,5,0,16,-9,-1.1,41,1366,54903,913.6,12.2,12.19,"21.70%","69.60%","6.00%","0.915","975","1.51","2.5","37.70%",-15,"-0.99",181,181,142,101,101,101,9.8,38,9,11,"20",31,28.6,"127.8",141,141,112,"29",41,27,37,28,27,37,28,"3.30%",0,3,0,3,"0.00%","0.40%",0,1,0,1,0,1,0,1,0,1,0,2,0,1,2,0,0,0,1,0,0,4,1,0,5,0,1,2,38,6,0,4,30,7,2,52,19,15,18,13,-4,-2.8,18,1,0,0,0,753,851,546,635,382,445,32.5,38.4,106,128,23,38,26,27,45,37,71,64,371,386,391,398,125,145,51,48,0.4,0.8,1.2,3289.88,211,9.9,"105.3",18.4,0.25
"561",925000,"95-05-20","Arvika","","Sweden","Sweden",75,214,2013,2,34,"L","De la Rose","Jacob","LW","MTL",9,0,0,0,0,0,-3,-2,4,156,5890,98.1,10.9,10.9,"20.10%","0.00%","4.20%","0.909","951","0.61","3.06","16.70%",-4,"-2.45",9,9,8,4,4,4,0.5,0,0,0,"0",37.8,12.7,"0",23,23,9,"14",4,0,4,5,0,4,5,"4.90%",17,17,17,17,"50.00%","33.00%",7,10,7,6,3,1,2,3,5,5,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,2,2,0,2,0,-2,-2,2,0,0,0,0,60,103,43,72,24,55,2.7,5.4,4,15,1,5,1,5,2,10,3,15,52,51,39,44,17,14,6,3,-0.3,0,-0.3,390.07,32,13.5,"99.7",-1,-0.11
"566",7e+05,"91-04-12","Norrkoping","","Sweden","Sweden",75,203,2009,1,10,"L","Paajarvi","Magnus","LW","STL",32,8,5,3,2,13,9,2.2,6,582,23339,389.2,12.17,12.16,"22.70%","68.40%","10.40%","0.951","1054","2.93","1.39","67.90%",10,"1.54",81,81,63,51,51,51,5.1,24,3,7,"10",24.7,24.4,"54.5",29,29,39,"-10",12,0,11,16,0,11,16,"4.60%",1,2,1,2,"33.30%","0.90%",0,0,0,1,1,1,0,0,1,2,1,2,0,2,3,0,0,0,0,0,0,1,1,0,6,0,1,1,10,7,2,0,3,5,1,33,3,5,3,5,2,3,3,0,0,0,0,345,349,255,266,183,182,14.7,14.5,54,49,19,9,9,11,23,9,32,20,159,181,121,172,25,41,19,14,1.2,0.8,2.1,1327.15,51,13.3,"107",16.1,0.5
"582",7e+06,"80-09-26","Ornskoldsvik","","Sweden","Sweden",73,190,1999,1,2,"L","Sedin","Daniel","LW","VAN",82,15,29,22,7,44,-16,-12,32,1924,90456,1499.7,18.38,18.35,"31.30%","71.00%","7.90%","0.916","995","2.48","2.32","51.70%",4,"0.16",345,345,285,216,216,216,18.5,62,5,11,"16",31.6,29.6,"492.3",20,20,74,"-54",69,30,26,18,30,26,18,"1.60%",3,3,3,3,"50.00%","0.40%",0,2,1,1,2,0,0,2,2,0,2,3,1,4,3,0,0,0,0,0,3,3,1,0,8,0,5,4,60,14,8,30,23,8,1,132,16,8,16,9,-8,-4.2,16,0,0,0,0,1475,1145,1075,902,781,688,67.6,58.1,237,194,62,58,41,33,42,53,83,86,774,738,259,446,182,119,64,58,2.4,1.3,3.8,3288.16,70,2.9,"104.8",43.6,0.53
"593",3e+06,"90-10-13","G_vle","","Sweden","Sweden",74,196,2009,2,39,"R","Silfverberg","Jakob","RW/LW","ANA",79,23,26,15,11,49,10,8.2,20,1998,87616,1454.7,18.48,18.46,"31.20%","74.20%","8.60%","0.924","1010","2.72","2.23","55.00%",12,"0.49",383,383,303,227,227,227,23.2,87,17,31,"48",28.9,27.4,"290.6",47,47,138,"-91",76,38,46,46,38,46,46,"3.40%",1,6,1,6,"14.30%","0.50%",0,0,0,1,1,5,0,2,1,2,1,4,0,5,5,1,0,0,3,0,3,4,2,1,10,0,7,3,66,15,0,25,31,15,6,135,10,17,10,13,7,3.8,10,0,0,0,0,1442,1352,1092,1029,770,712,76.4,71.7,275,247,66,54,64,56,75,55,139,111,836,608,467,468,210,118,89,87,4,2.1,6.1,3201.68,113,9.3,"115.2",57.9,0.73
"596",1250000,"92-02-25","Stockholm","","Sweden","Sweden",73,189,2010,3,90,"L","Nordstrom","Joakim","LW/C","CAR",82,7,5,2,3,12,-12,-2.5,17,1564,62576,1031.5,12.72,12.67,"22.80%","63.20%","4.50%","0.923","968","1.11","2.21","33.30%",-19,"-1.11",184,185,144,104,104,104,10.7,43,9,9,"18",34.1,29.2,"44.6",148,144,120,"24",41,21,27,41,21,27,41,"4.20%",9,20,9,20,"31.00%","3.10%",1,1,1,4,7,15,3,7,2,3,5,14,0,3,2,0,0,0,2,0,0,2,0,0,3,0,1,3,37,8,0,6,32,8,0,50,7,11,7,12,4,5.8,6,1,0,0,0,805,967,603,711,423,496,38.9,47,135,165,19,38,33,42,48,49,81,91,491,456,441,465,120,168,45,41,-0.8,0.9,0,3488.72,207,29.2,"103.1",15.7,0.19
"598",842500,"93-09-23","Stockholm","","Sweden","Sweden",71,196,2012,2,37,"R","Aberg","Pontus","LW","NSH",15,1,1,0,1,2,-2,-1.2,4,256,11102,185,12.33,12.33,"24.90%","40.00%","6.50%","0.921","986","1.62","2.27","41.70%",-2,"-0.65",24,24,15,12,12,12,0.5,0,0,1,"1",32.9,31.8,"0",9,9,17,"-8",3,2,5,2,2,5,2,"1.30%",1,0,1,0,"100.00%","0.50%",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,1,1,8,2,3,2,2,1,0,2,0,0,0,0,142,159,106,117,77,89,5.6,6,18,20,5,7,4,4,10,9,14,13,97,92,68,72,28,23,13,13,-0.2,0.1,-0.1,558.17,15,7,"97.6",1,0.06
Binary file (standard input) matches
