"","name","birthYear","birthDate","gender","birthplace","dates"
"642","Gary Gresdal","1947-01-01T00:00:00+02:00","1947-01-15","male","{Ontario|Canada|Kingston Ontario}",1947-01-15
"643","Gary Kurt","1947-01-01T00:00:00+02:00","1947-03-09","","{Ontario|Kitchener Ontario|Canada}",1947-03-09
"644","Paul-André Cadieux","1947-01-01T00:00:00+02:00","1947-06-26","male","{Ontario|Ottawa|Canada}",1947-06-26
"645","Don Grierson (ice hockey)","1947-01-01T00:00:00+02:00","1947-06-16","male","{Toronto|Canada}",1947-06-16
"646","Don Marcotte","1947-01-01T00:00:00+02:00","1947-04-15","","{Victoriaville|Canada|Quebec}",1947-04-15
"647","Rocky Farr","1947-01-01T00:00:00+02:00","1947-04-07","male","{Ontario|Toronto|Canada}",1947-04-07
"648","Roger Belisle","1947-01-01T00:00:00+02:00","1947-10-31","male","{Val-d'Or|Canada|Quebec}",1947-10-31
"649","Ross Lonsberry","1947-01-01T00:00:00+02:00","1947-02-07","male","{Saskatchewan|Canada|Humboldt Saskatchewan}",1947-02-07
"650","Mickey Redmond","1947-01-01T00:00:00+02:00","1947-12-27","male","{Ontario|Kirkland Lake|Canada}",1947-12-27
"651","Serge Bernier","1947-01-01T00:00:00+02:00","1947-04-29","male","{Canada|Quebec|Padoue Quebec}",1947-04-29
"652","Hap Myers (ice hockey)","1947-01-01T00:00:00+02:00","1947-07-28","male","{Alberta|Edmonton|Canada}",1947-07-28
"653","Larry Brown (ice hockey)","1947-01-01T00:00:00+02:00","1947-04-14","","{Manitoba|Brandon Manitoba|Canada}",1947-04-14
"654","Jake Rathwell","1947-01-01T00:00:00+02:00","1947-08-12","","{Abitibi-Témiscamingue|Canada|Quebec}",1947-08-12
"655","Joe Zanussi","1947-01-01T00:00:00+02:00","1947-09-25","male","{British Columbia|Canada|Rossland British Columbia}",1947-09-25
"656","Barry Wilkins","1947-01-01T00:00:00+02:00","1947-02-28","male","{Ontario|Toronto|Canada}",1947-02-28
"657","Rene LeClerc","1947-01-01T00:00:00+02:00","1947-11-12","male","{Vanier Quebec City|Canada|Quebec}",1947-11-12
"658","Syl Apps Jr.","1947-01-01T00:00:00+02:00","1947-08-01","","{Ontario|Toronto|Canada}",1947-08-01
"659","Ted Ouimet","1947-01-01T00:00:00+02:00","1947-07-06","","{Rouyn-Noranda|Canada|Quebec}",1947-07-06
"660","Danny Lawson","1947-01-01T00:00:00+02:00","1947-10-30","male","{Ontario|Toronto|Canada}",1947-10-30
"661","Glen Shirton","1947-01-01T00:00:00+02:00","1947-07-15","male","{Ontario|Wainfleet Ontario|Canada}",1947-07-15
"662","Moe L'Abbé","1947-01-01T00:00:00+02:00","1947-08-12","","{Canada|Montreal|Quebec}",1947-08-12
"663","Bernie Blanchette","1947-01-01T00:00:00+02:00","1947-07-11","","{Saskatchewan|North Battleford|Canada}",1947-07-11
"664","Bob Birdsell","1947-01-01T00:00:00+02:00","1947-12-10","male","{Alberta|Canada|Stettler Alberta}",1947-12-10
"665","Bob Graham (ice hockey)","1947-01-01T00:00:00+02:00","1947-10-07","male","{Canada|Montreal|Quebec}",1947-10-07
"666","Brian Gibbons (ice hockey born 1947)","1947-01-01T00:00:00+02:00","1947-07-07","male","{Newfoundland and Labrador|St. John's Newfoundland and Labrador|Canada}",1947-07-07
"667","Brian Lavender","1947-01-01T00:00:00+02:00","1947-04-20","male","{Alberta|Edmonton|Canada}",1947-04-20
"668","Brian Murphy (ice hockey)","1947-01-01T00:00:00+02:00","1947-08-20","","{Ontario|Toronto|Canada}",1947-08-20
"669","Walt McKechnie","1947-01-01T00:00:00+02:00","1947-06-19","male","{Ontario|London Ontario|Canada}",1947-06-19
"670","Jim Benzelock","1947-01-01T00:00:00+02:00","1947-06-21","male","{Manitoba|Winnipeg|Canada}",1947-06-21
"671","Jim Dorey","1947-01-01T00:00:00+02:00","1947-08-17","","{Ontario|Canada|Kingston Ontario}",1947-08-17
"672","Jim Lorentz","1947-01-01T00:00:00+02:00","1947-05-01","male","{Ontario|Waterloo Ontario|Canada}",1947-05-01
"673","Jim Stanfield","1947-01-01T00:00:00+02:00","1947-01-01","male","{Ontario|Canada|Dixie Mississauga}",1947-01-01
"674","Meehan Bonnar","1947-01-01T00:00:00+02:00","1947-04-20","male","{Fredericton|New Brunswick|Canada}",1947-04-20
"675","Nick Beverley","1947-01-01T00:00:00+02:00","1947-04-21","","{Ontario|Toronto|Canada}",1947-04-21
"676","Keith Magnuson","1947-01-01T00:00:00+02:00","1947-04-27","","{Saskatchewan|Saskatoon|Canada}",1947-04-27
"677","Ken Lockett","1947-01-01T00:00:00+02:00","1947-08-30","","{Ontario|Toronto|Canada}",1947-08-30
"678","Kevin O'Shea","1947-01-01T00:00:00+02:00","1947-05-28","male","{Ontario|Toronto|Canada}",1947-05-28
"679","Tom Gilmore (ice hockey)","1948-01-01T00:00:00+02:00","1948-05-14","","{Manitoba|Flin Flon|Canada}",1948-05-14
"680","Guy Lapointe","1948-01-01T00:00:00+02:00","1948-03-18","male","{Canada|Montreal|Quebec}",1948-03-18
"681","Garnet Bailey","1948-01-01T00:00:00+02:00","1948-06-13","male","{Saskatchewan|Lloydminster|Canada}",1948-06-13
"682","Peter McDuffe","1948-01-01T00:00:00+02:00","1948-02-16","male","{Milton Ontario|Canada}",1948-02-16
"683","Don Luce","1948-01-01T00:00:00+02:00","1948-10-02","male","{Ontario|London Ontario|Canada}",1948-10-02
"684","Ron Anderson (ice hockey born 1948)","1948-01-01T00:00:00+02:00","1948-11-15","","{Ontario|Dryden Ontario|Canada}",1948-11-15
"685","Ron Busniuk","1948-01-01T00:00:00+02:00","1948-08-13","male","{Ontario|Canada|Fort William Ontario}",1948-08-13
"686","Ron Snell","1948-01-01T00:00:00+02:00","1948-08-11","male","{Saskatchewan|Regina Saskatchewan|Canada}",1948-08-11
"687","Michel Parizeau","1948-01-01T00:00:00+02:00","1948-04-09","","{Canada|Montreal|Quebec}",1948-04-09
"688","Mike Robitaille","1948-01-01T00:00:00+02:00","1948-02-12","male","{Ontario|Midland Ontario|Canada}",1948-02-12
"689","Tom Webster (ice hockey)","1948-01-01T00:00:00+02:00","1948-10-04","male","{Ontario|Kirkland Lake|Canada}",1948-10-04
"690","Steve Andrascik","1948-01-01T00:00:00+02:00","1948-11-06","","{Manitoba|Sherridon Manitoba|Canada}",1948-11-06
"691","Steve Atkinson","1948-01-01T00:00:00+02:00","1948-10-16","male","{Ontario|Toronto|Canada}",1948-10-16
"692","Dunc Wilson","1948-01-01T00:00:00+02:00","1948-03-22","","{Ontario|Toronto|Canada}",1948-03-22
"693","John Danby (ice hockey)","1948-01-01T00:00:00+02:00","1948-07-20","","{Ontario|Toronto|Canada}",1948-07-20
"694","John Marks (ice hockey)","1948-01-01T00:00:00+02:00","1948-03-22","male","{Manitoba|Canada|Hamiota Manitoba}",1948-03-22
"695","Jude Drouin","1948-01-01T00:00:00+02:00","1948-10-28","","{Murdochville Quebec|Canada|Quebec}",1948-10-28
"696","Barry Boughner","1948-01-01T00:00:00+02:00","1948-01-29","male","{Ontario|Canada|Delhi Ontario}",1948-01-29
"697","Barry Gibbs","1948-01-01T00:00:00+02:00","1948-09-28","male","{Saskatchewan|Lloydminster|Canada}",1948-09-28
"698","Barry Wilcox","1948-01-01T00:00:00+02:00","1948-04-23","male","{British Columbia|New Westminster|Canada}",1948-04-23
"699","Andy Van Hellemond","1948-01-01T00:00:00+02:00","1948-02-16","male","{Manitoba|Winnipeg|Canada}",1948-02-16
"700","René Robert","1948-01-01T00:00:00+02:00","1948-12-31","","{Trois-Rivières|Canada|Quebec}",1948-12-31
"701","Phil Myre","1948-01-01T00:00:00+02:00","1948-11-01","","{Canada|Sainte-Anne-de-Bellevue Quebec|Quebec}",1948-11-01
"702","Pierre Bouchard","1948-01-01T00:00:00+02:00","1948-02-20","","{Canada|Longueuil|Quebec}",1948-02-20
"703","Pierre Lacroix (ice hockey b. 1948)","1948-01-01T00:00:00+02:00","1948-08-03","","{Canada|Montreal|Quebec}",1948-08-03
"704","Pierre Pagé","1948-01-01T00:00:00+02:00","1948-04-30","male","{Saint-Hermas|Canada|Quebec}",1948-04-30
"705","Alex Campbell (ice hockey)","1948-01-01T00:00:00+02:00","1948-04-20","male","{Chatham-Kent|Canada}",1948-04-20
"706","Rick Ley","1948-01-01T00:00:00+02:00","1948-11-02","","{Ontario|Orillia|Canada}",1948-11-02
"707","Rick Smith (ice hockey)","1948-01-01T00:00:00+02:00","1948-06-29","male","{Ontario|Canada|Kingston Ontario}",1948-06-29
"708","Danny Schock","1948-01-01T00:00:00+02:00","1948-12-30","male","{Ontario|Terrace Bay|Canada}",1948-12-30
"709","Dave Dunn","1948-01-01T00:00:00+02:00","1948-08-19","","{Saskatchewan|Moosomin Saskatchewan|Canada}",1948-08-19
"710","Dave Forbes","1948-01-01T00:00:00+02:00","1948-11-16","male","{Canada|Montreal|Quebec}",1948-11-16
"711","George Forgie","1948-01-01T00:00:00+02:00","1948-02-24","male","{Manitoba|Winnipeg|Canada}",1948-02-24
"712","Morris Stefaniw","1948-01-01T00:00:00+02:00","1948-01-10","male","{Saskatchewan|North Battleford|Canada}",1948-01-10
"713","Murray Flegel","1948-01-01T00:00:00+02:00","1948-02-13","","{Saskatchewan|Moose Jaw|Canada}",1948-02-13
"714","Murray Heatley","1948-01-01T00:00:00+02:00","1948-11-07","","{Alberta|Canada|Calgary}",1948-11-07
"715","Bill Gratton","1948-01-01T00:00:00+02:00","1948-02-29","male","{Ontario|Brantford|Canada}",1948-02-29
"716","Bill Mikkelson","1948-01-01T00:00:00+02:00","1948-05-21","","{Manitoba|Canada|Neepawa}",1948-05-21
"717","Bob Murray (ice hockey born 1948)","1948-01-01T00:00:00+02:00","1948-07-16","male","{Ontario|Canada|Peterborough Ontario}",1948-07-16
"718","Bobby Orr","1948-01-01T00:00:00+02:00","1948-03-20","","{Ontario|Parry Sound Ontario|Canada}",1948-03-20
"719","Brad Park","1948-01-01T00:00:00+02:00","1948-07-06","male","{Ontario|Toronto|Canada}",1948-07-06
"720","Brad Selwood","1948-01-01T00:00:00+02:00","1948-03-18","male","{Ontario|Leamington Ontario|Canada}",1948-03-18
"721","Vern Campigatto","1948-01-01T00:00:00+02:00","1948-02-26","male","{Ontario|Canada|Thunder Bay}",1948-02-26
"722","Jerry Korab","1948-01-01T00:00:00+02:00","1948-09-15","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1948-09-15
"723","Jim Adair","1948-01-01T00:00:00+02:00","1948-09-29","","{Ontario|Brockville|Canada}",1948-09-29
"724","Jim Krulicki","1948-01-01T00:00:00+02:00","1948-03-09","male","{Ontario|Kitchener Ontario|Canada}",1948-03-09
"725","Jim McInally (ice hockey)","1948-01-01T00:00:00+02:00","1948-04-06","male","{Ontario|Simcoe Ontario|Canada}",1948-04-06
"726","Jim Pritchard","1948-01-01T00:00:00+02:00","1948-02-14","male","{Manitoba|Winnipeg|Canada}",1948-02-14
"727","Jim Schraefel","1948-01-01T00:00:00+02:00","1948-08-23","","{Manitoba|Canada|Dauphin Manitoba}",1948-08-23
"728","Len Fontaine","1948-01-01T00:00:00+02:00","1948-02-25","","{Quebec City|Canada|Quebec}",1948-02-25
"729","Lew Morrison","1948-01-01T00:00:00+02:00","1948-02-11","","{Saskatchewan|Canada|Gainsborough Saskatchewan}",1948-02-11
"730","Lorne Rombough","1948-01-01T00:00:00+02:00","1948-04-02","","{Ontario|Canada|Fergus Ontario}",1948-04-02
"731","François Lacombe","1948-01-01T00:00:00+02:00","1948-02-24","","{Lachine Quebec|Canada|Quebec}",1948-02-24
"732","Hugh Harris (ice hockey)","1948-01-01T00:00:00+02:00","1948-06-07","male","{Ontario|Toronto|Canada}",1948-06-07
"733","Chico Resch","1948-01-01T00:00:00+02:00","1948-07-10","male","{Moose Jaw|Canada}",1948-07-10
"734","Wayne Schaab","1948-01-01T00:00:00+02:00","1948-12-03","male","{British Columbia|Penticton|Canada}",1948-12-03
"735","Curt Bennett","1948-01-01T00:00:00+02:00","1948-03-27","","{Saskatchewan|Regina Saskatchewan|Canada}",1948-03-27
"736","John Wright (ice hockey)","1948-01-01T00:00:00+02:00","1948-11-09","","{Ontario|Toronto|Canada}",1948-11-09
"737","J. P. Bordeleau","1949-01-01T00:00:00+02:00","1949-06-13","","{Rouyn-Noranda|Canada|Quebec}",1949-06-13
"738","Ernie Moser","1949-01-01T00:00:00+02:00","1949-04-30","","{Saskatchewan|Canada|Mendham Saskatchewan}",1949-04-30
"739","Gregg Boddy","1949-01-01T00:00:00+02:00","1949-03-19","male","{Alberta|Ponoka Alberta|Canada}",1949-03-19
"740","Gregg Sheppard","1949-01-01T00:00:00+02:00","1949-04-23","","{Saskatchewan|North Battleford|Canada}",1949-04-23
"741","Guy Charron","1949-01-01T00:00:00+02:00","1949-01-24","male","{Verdun Quebec|Canada|Quebec}",1949-01-24
"742","Guy Delparte","1949-01-01T00:00:00+02:00","1949-08-30","male","{Saskatchewan|Prince Albert Saskatchewan|Canada}",1949-08-30
"743","Yvon Labre","1949-01-01T00:00:00+02:00","1949-11-29","male","{Ontario|Canada|Greater Sudbury}",1949-11-29
"744","Fred O'Donnell","1949-01-01T00:00:00+02:00","1949-12-06","male","{Ontario|Canada|Kingston Ontario}",1949-12-06
"745","Gary Doyle","1949-01-01T00:00:00+02:00","1949-01-06","male","{Ontario|Smiths Falls|Canada}",1949-01-06
"746","Gary Inness","1949-01-01T00:00:00+02:00","1949-05-28","","{Ontario|Toronto|Canada}",1949-05-28
"747","Paul Hoganson","1949-01-01T00:00:00+02:00","1949-11-12","","{Ontario|Toronto|Canada}",1949-11-12
"748","Pete Vipond","1949-01-01T00:00:00+02:00","1949-12-08","","{Ontario|Oshawa|Canada}",1949-12-08
"749","Dennis Desrosiers","1949-01-01T00:00:00+02:00","1949-03-28","male","{Ontario|Kirkland Lake|Canada}",1949-03-28
"750","Dennis O'Brien (ice hockey)","1949-01-01T00:00:00+02:00","1949-06-10","","{Ontario|Port Hope Ontario|Canada}",1949-06-10
"751","Don Saleski","1949-01-01T00:00:00+02:00","1949-11-10","","{Saskatchewan|Moose Jaw|Canada}",1949-11-10
"752","Doug Acomb","1949-01-01T00:00:00+02:00","1949-05-15","","{Ontario|Toronto|Canada}",1949-05-15
"753","Ron Stackhouse","1949-01-01T00:00:00+02:00","1949-08-26","","{Ontario|Canada|Dysart et al Ontario}",1949-08-26
"754","Michel Belhumeur","1949-01-01T00:00:00+02:00","1949-09-02","","{Sorel-Tracy|Canada|Quebec}",1949-09-02
"755","Michel Brière","1949-01-01T00:00:00+02:00","1949-10-21","","{Malartic Quebec|Canada|Quebec}",1949-10-21
"756","Michel Dumas","1949-01-01T00:00:00+02:00","1949-07-08","male","{Canada|Quebec|St._Antoine-de-Pontbriand}",1949-07-08
"757","Mike Boland (ice hockey born 1949)","1949-01-01T00:00:00+02:00","1949-12-16","male","{Canada|Montreal|Quebec}",1949-12-16
"758","Mike Keenan","1949-01-01T00:00:00+02:00","1949-10-21","male","{Ontario|Bowmanville|Canada}",1949-10-21
"759","Tom Trevelyan","1949-01-01T00:00:00+02:00","1949-04-08","","{Ontario|Toronto|Canada}",1949-04-08
"760","Tony Featherstone","1949-01-01T00:00:00+02:00","1949-07-31","male","{Ontario|Toronto|Canada}",1949-07-31
"761","Steve Richardson (ice hockey)","1949-01-01T00:00:00+02:00","1949-05-04","","{Alberta|Canada|Olds Alberta}",1949-05-04
"762","Herb Howdle","1949-01-01T00:00:00+02:00","1949-02-07","male","{Saskatchewan|Lloydminster|Canada}",1949-02-07
"763","Larry Romanchych","1949-01-01T00:00:00+02:00","1949-09-07","male","{British Columbia|Vancouver|Canada}",1949-09-07
"764","Marc Tardif","1949-01-01T00:00:00+02:00","1949-06-12","","{Granby Quebec|Canada|Quebec}",1949-06-12
"765","John Gould (ice hockey)","1949-01-01T00:00:00+02:00","1949-04-11","male","{Ontario|Alliston|Canada}",1949-04-11
"766","Barry Cummins","1949-01-01T00:00:00+02:00","1949-01-25","","{Saskatchewan|Regina Saskatchewan|Canada}",1949-01-25
"767","Barry Long (ice hockey)","1949-01-01T00:00:00+02:00","1949-01-03","","{Alberta|Canada|Red Deer Alberta}",1949-01-03
"768","Réjean Houle","1949-01-01T00:00:00+02:00","1949-10-25","male","{Rouyn-Noranda|Canada|Quebec}",1949-10-25
"769","Rick Dudley","1949-01-01T00:00:00+02:00","1949-01-31","","{Ontario|Toronto|Canada}",1949-01-31
"770","Rick Kessell","1949-01-01T00:00:00+02:00","1949-07-27","","{Ontario|Toronto|Canada}",1949-07-27
"771","Ted Tucker","1949-01-01T00:00:00+02:00","1949-05-07","","{Ontario|Canada|Fort William Ontario}",1949-05-07
"772","Terry Caffery","1949-01-01T00:00:00+02:00","1949-04-01","male","{Ontario|Toronto|Canada}",1949-04-01
"773","Darrel Knibbs","1949-01-01T00:00:00+02:00","1949-09-21","male","{Alberta|Medicine Hat|Canada}",1949-09-21
"774","Dave Burrows","1949-01-01T00:00:00+02:00","1949-01-11","male","{Ontario|Toronto|Canada}",1949-01-11
"775","Dave Schultz (ice hockey)","1949-01-01T00:00:00+02:00","1949-10-14","","{Saskatchewan|Canada|Waldheim Saskatchewan}",1949-10-14
"776","Gilles Gilbert","1949-01-01T00:00:00+02:00","1949-03-31","male","{Canada|Quebec|Saint-Esprit Quebec}",1949-03-31
"777","Bert Wilson (ice hockey)","1949-01-01T00:00:00+02:00","1949-10-17","male","{Ontario|Canada|Orangeville Ontario}",1949-10-17
"778","Bill Morris (ice hockey)","1949-01-01T00:00:00+02:00","1949-06-26","","{Ontario|Toronto|Canada}",1949-06-26
"779","Bob Currier","1949-01-01T00:00:00+02:00","1949-11-29","male","{Ontario|Cornwall Ontario|Canada}",1949-11-29
"780","Bob Neufeld","1949-01-01T00:00:00+02:00","1949-09-01","","{Manitoba|Canada|Souris Manitoba}",1949-09-01
"781","Bobby Clarke","1949-01-01T00:00:00+02:00","1949-08-13","male","{Manitoba|Flin Flon|Canada}",1949-08-13
"782","Brian McCutcheon (ice hockey)","1949-01-01T00:00:00+02:00","1949-08-03","","{Ontario|Toronto|Canada}",1949-08-03
"783","Brian Spencer","1949-01-01T00:00:00+02:00","1949-09-03","","{British Columbia|Canada|Fort St. James}",1949-09-03
"784","Bruce Bullock","1949-01-01T00:00:00+02:00","1949-05-09","","{Ontario|Toronto|Canada}",1949-05-09
"785","Bruce Landon","1949-01-01T00:00:00+02:00","1949-10-05","","{Ontario|London Ontario|Canada}",1949-10-05
"786","Butch Goring","1949-01-01T00:00:00+02:00","1949-10-22","male","{Manitoba|Saint Boniface Winnipeg|Canada}",1949-10-22
"787","Vic Teal","1949-01-01T00:00:00+02:00","1949-08-10","male","{Ontario|Canada|St. Catharines}",1949-08-10
"788","Jean-Louis Levasseur","1949-01-01T00:00:00+02:00","1949-06-16","male","{Rouyn-Noranda|Canada|Quebec}",1949-06-16
"789","Jean Potvin","1949-01-01T00:00:00+02:00","1949-03-25","","{Ontario|Ottawa|Canada}",1949-03-25
"790","Jim Boyd (ice hockey)","1949-01-01T00:00:00+02:00","1949-06-04","male","{Alberta|Canada|Calgary}",1949-06-04
"791","Jim Jones (ice hockey)","1949-01-01T00:00:00+02:00","1949-07-27","male","{Ontario|Espanola Ontario|Canada}",1949-07-27
"792","Jim Rutherford","1949-01-01T00:00:00+02:00","1949-02-17","male","{Ontario|Canada|Beeton}",1949-02-17
"793","André Dupont","1949-01-01T00:00:00+02:00","1949-07-27","male","{Trois-Rivières|Canada|Quebec}",1949-07-27
"794","Floyd Thomson","1949-01-01T00:00:00+02:00","1949-06-14","male","{Ontario|Canada|Greater Sudbury}",1949-06-14
"795","Neil Nicholson (ice hockey)","1949-01-01T00:00:00+02:00","1949-09-12","","{New Brunswick|Saint John New Brunswick|Canada}",1949-09-12
"796","Ian Wilkie","1949-01-01T00:00:00+02:00","1949-07-20","male","{Alberta|Edmonton|Canada}",1949-07-20
"797","Claude Chartre","1949-01-01T00:00:00+02:00","1949-12-21","male","{Canada|Quebec|Grand-Riviere_Quebec}",1949-12-21
"798","Wayne Zuk","1949-01-01T00:00:00+02:00","1949-10-29","male","{Saskatchewan|Albert Prince Consort|Canada}",1949-10-29
"799","Willie Brossart","1949-01-01T00:00:00+02:00","1949-05-29","","{Saskatchewan|Canada|Allan Saskatchewan}",1949-05-29
"800","Dale Hoganson","1949-01-01T00:00:00+02:00","1949-07-08","male","{Saskatchewan|North Battleford|Canada}",1949-07-08
"801","Keith Kokkola","1949-01-01T00:00:00+02:00","1949-05-04","","{Ontario|Windsor Ontario|Canada}",1949-05-04
