"","name","birthYear","birthDate","gender","birthplace","dates"
"608","Matt Pettinger","1980-01-01T00:00:00+02:00","1980-10-22","male","{Alberta|Edmonton|Canada}",1980-10-22
"609","Matt Walker (ice hockey)","1980-01-01T00:00:00+02:00","1980-04-07","male","{Alberta|Canada|Beaverlodge}",1980-04-07
"610","Nathan Marsters","1980-01-01T00:00:00+02:00","1980-01-28","","{Ontario|Grimsby Ontario|Canada}",1980-01-28
"611","Neil Stevenson-Moore","1980-01-01T00:00:00+02:00","1980-12-12","","{British Columbia|Canada|North Vancouver (district municipality)}",1980-12-12
"612","Nick Boucher","1980-01-01T00:00:00+02:00","1980-12-29","","{Alberta|Canada|Leduc Alberta}",1980-12-29
"613","Nolan Schaefer","1980-01-01T00:00:00+02:00","1980-01-15","","{Saskatchewan|Canada|Yellow Grass Saskatchewan}",1980-01-15
"614","Norm Milley","1980-01-01T00:00:00+02:00","1980-02-14","","{Ontario|Toronto|Canada}",1980-02-14
"615","Ian Forbes (ice hockey)","1980-01-01T00:00:00+02:00","1980-08-02","","{Ontario|Brampton|Canada}",1980-08-02
"616","Chris Durno","1980-01-01T00:00:00+02:00","1980-10-31","male","{Scarborough Ontario|Canada}",1980-10-31
"617","Chris Kelly (ice hockey)","1980-01-01T00:00:00+02:00","1980-11-11","male","{Ontario|Toronto|Canada}",1980-11-11
"618","Chris Lee (ice hockey)","1980-01-01T00:00:00+02:00","1980-10-03","male","{Ontario|Georgian Bay Ontario|Canada}",1980-10-03
"619","Christian Chartier","1980-01-01T00:00:00+02:00","1980-12-28","","{Manitoba|St. Lazare Manitoba|Canada}",1980-12-28
"620","Scooter Smith","1980-01-01T00:00:00+02:00","1980-11-11","male","{Alberta|Canada|Calgary}",1980-11-11
"621","Scott Basiuk","1980-01-01T00:00:00+02:00","1980-08-04","male","{Saskatchewan|Prince Albert Saskatchewan|Canada}",1980-08-04
"622","Scott Farrell","1980-01-01T00:00:00+02:00","1980-07-25","male","{Alberta|St. Albert Alberta|Canada}",1980-07-25
"623","Sean Avery","1980-01-01T00:00:00+02:00","1980-04-10","male","{Ontario|North York|Canada}",1980-04-10
"624","Sean McAslan","1980-01-01T00:00:00+02:00","1980-01-12","","{Alberta|Okotoks|Canada}",1980-01-12
"625","Colin Hemingway","1980-01-01T00:00:00+02:00","1980-08-12","male","{Saskatchewan|Regina Saskatchewan|Canada}",1980-08-12
"626","Colin Murphy (ice hockey)","1980-01-01T00:00:00+02:00","1980-04-11","male","{Alberta|Fort McMurray|Canada}",1980-04-11
"627","Correne Bredin","1980-01-01T00:00:00+02:00","1980-02-11","female","{Alberta|Warburg Alberta|Canada}",1980-02-11
"628","Dan Ellis","1980-01-01T00:00:00+02:00","1980-06-19","male","{Ontario|Saskatchewan|Saskatoon|Canada|Orangeville Ontario}",1980-06-19
"629","Jonathan Cheechoo","1980-01-01T00:00:00+02:00","1980-07-15","male","{Ontario|Canada|Moose Factory}",1980-07-15
"630","Jonathan Girard","1980-01-01T00:00:00+02:00","1980-05-27","","{Rawdon Quebec|Canada|Quebec}",1980-05-27
"631","Jonathan Roy","1980-01-01T00:00:00+02:00","1980-01-05","male","{Saint-Jean-Chrysostome Lévis Quebec|Canada|Quebec}",1980-01-05
"632","Kenny Corupe","1980-01-01T00:00:00+02:00","1980-01-18","male","{Hamilton Ontario|Ontario|Canada}",1980-01-18
"633","Kip Brennan","1980-01-01T00:00:00+02:00","1980-08-27","","{Ontario|Canada|Kingston Ontario}",1980-08-27
"634","Tim Smith (ice hockey)","1981-01-01T00:00:00+02:00","1981-07-21","","{Alberta|Canada|Rochfort Bridge Alberta}",1981-07-21
"635","Tim Wedderburn","1981-01-01T00:00:00+02:00","1981-06-29","male","{Alberta|Okotoks|Canada}",1981-06-29
"636","Luke Sellars","1981-01-01T00:00:00+02:00","1981-05-21","male","{Ontario|Toronto|Canada}",1981-05-21
"637","Lynn Loyns","1981-01-01T00:00:00+02:00","1981-02-21","male","{Saskatchewan|Naicam Saskatchewan|Canada}",1981-02-21
"638","Gord Burnett","1981-01-01T00:00:00+02:00","1981-02-04","male","{Saskatchewan|Regina Saskatchewan|Canada}",1981-02-04
"639","Grant Stevenson","1981-01-01T00:00:00+02:00","1981-10-15","male","{Alberta|Spruce Grove|Canada}",1981-10-15
"640","Greg Amadio","1981-01-01T00:00:00+02:00","1981-05-13","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1981-05-13
"641","Guillaume Lefebvre","1981-01-01T00:00:00+02:00","1981-05-07","male","{Amos Quebec|Canada|Quebec}",1981-05-07
"642","Fraser Clair","1981-01-01T00:00:00+02:00","1981-01-07","male","{Alberta|Edmonton|Canada}",1981-01-07
"643","Frederic Cloutier","1981-01-01T00:00:00+02:00","1981-05-14","male","{Canada|Quebec|Saint-Honoré Quebec}",1981-05-14
"644","Garett Bembridge","1981-01-01T00:00:00+02:00","1981-07-06","male","{Saskatchewan|Canada|Melfort Saskatchewan}",1981-07-06
"645","Garnet Exelby","1981-01-01T00:00:00+02:00","1981-08-16","male","{Saskatchewan|Canada|Craik Saskatchewan}",1981-08-16
"646","Patrick Sharp","1981-01-01T00:00:00+02:00","1981-12-27","male","{Manitoba|Winnipeg|Canada}",1981-12-27
"647","Paul Deniset","1981-01-01T00:00:00+02:00","1981-07-13","","{Manitoba|Winnipeg|Canada}",1981-07-13
"648","Derek MacKenzie","1981-01-01T00:00:00+02:00","1981-06-11","male","{Ontario|Canada|Regional Municipality of Sudbury}",1981-06-11
"649","Derick Martin","1981-01-01T00:00:00+02:00","1981-12-17","male","{Ontario|Canada|Timmins}",1981-12-17
"650","Rod Sarich","1981-01-01T00:00:00+02:00","1981-03-23","","{Bladworth Saskatchewan|Canada}",1981-03-23
"651","Ross Lupaschuk","1981-01-01T00:00:00+02:00","1981-01-19","","{Alberta|Edmonton|Canada}",1981-01-19
"652","Ryan Caldwell (ice hockey)","1981-01-01T00:00:00+02:00","1981-06-15","","{Manitoba|Brandon Manitoba|Canada}",1981-06-15
"653","Ryan Watson (ice hockey)","1981-01-01T00:00:00+02:00","1981-06-12","male","{Alberta|Lethbridge|Canada}",1981-06-12
"654","Sébastien Centomo","1981-01-01T00:00:00+02:00","1981-03-26","male","{Canada|Laval Quebec|Quebec}",1981-03-26
"655","Sébastien Thinel","1981-01-01T00:00:00+02:00","1981-03-24","","{Canada|Saint-Jérôme Quebec|Quebec}",1981-03-24
"656","Michael Leighton","1981-01-01T00:00:00+02:00","1981-05-19","male","{Ontario|Canada|Petrolia Ontario}",1981-05-19
"657","Michael Schlamp","1981-01-01T00:00:00+02:00","1981-01-30","","{Saskatchewan|Regina Saskatchewan|Canada}",1981-01-30
"658","Michael Zigomanis","1981-01-01T00:00:00+02:00","1981-01-17","male","{Ontario|North York|Canada}",1981-01-17
"659","Mike Brown (ice hockey born 1981)","1981-01-01T00:00:00+02:00","1981-09-09","male","{Alberta|Canada|Calgary}",1981-09-09
"660","Mike Gabinet","1981-01-01T00:00:00+02:00","1981-09-26","male","{Alberta|Edmonton|Canada}",1981-09-26
"661","Milan Gajic","1981-01-01T00:00:00+02:00","1981-06-01","","{British Columbia|Canada|Burnaby}",1981-06-01
"662","Mirko Murovic","1981-01-01T00:00:00+02:00","1981-02-02","","{Canada|Montreal|Quebec}",1981-02-02
"663","Tyler Beechey","1981-01-01T00:00:00+02:00","1981-06-05","male","{Alberta|Edmonton|Canada}",1981-06-05
"664","Tyler Sloan","1981-01-01T00:00:00+02:00","1981-03-15","","{Alberta|Canada|Calgary}",1981-03-15
"665","Sean O'Connor (ice hockey)","1981-01-01T00:00:00+02:00","1981-10-19","male","{British Columbia|Victoria British Columbia|Canada}",1981-10-19
"666","Shane Endicott","1981-01-01T00:00:00+02:00","1981-12-21","","{Saskatchewan|Saskatoon|Canada}",1981-12-21
"667","Shane Joseph","1981-01-01T00:00:00+02:00","1981-07-23","male","{Alberta|Canada|Brooks Alberta}",1981-07-23
"668","Shawn Limpright","1981-01-01T00:00:00+02:00","1981-07-06","male","{Manitoba|St. Adolphe Manitoba|Canada}",1981-07-06
"669","Simon Gamache","1981-01-01T00:00:00+02:00","1981-01-03","","{Thetford Mines|Canada|Quebec}",1981-01-03
"670","Simon Lajeunesse","1981-01-01T00:00:00+02:00","1981-01-22","","{Quebec City|Canada|Quebec}",1981-01-22
"671","Spencer Carbery","1981-01-01T00:00:00+02:00","1981-11-09","","{British Columbia|Victoria British Columbia|Canada}",1981-11-09
"672","Stéphane Veilleux (ice hockey)","1981-01-01T00:00:00+02:00","1981-11-16","","{Saint-Georges Quebec|Canada|Quebec}",1981-11-16
"673","Kory Scoran","1981-01-01T00:00:00+02:00","1981-08-24","male","{Manitoba|Winnipeg|Canada}",1981-08-24
"674","Kris Beech","1981-01-01T00:00:00+02:00","1981-02-05","male","{British Columbia|Salmon Arm|Canada}",1981-02-05
"675","Krys Kolanos","1981-01-01T00:00:00+02:00","1981-07-27","male","{Alberta|Canada|Calgary}",1981-07-27
"676","Kurtis Foster","1981-01-01T00:00:00+02:00","1981-11-24","male","{Ontario|Carp Ontario|Canada}",1981-11-24
"677","Kyle Wanvig","1981-01-01T00:00:00+02:00","1981-01-29","","{Alberta|Canada|Calgary}",1981-01-29
"678","Marc-André Thinel","1981-01-01T00:00:00+02:00","1981-03-24","male","{Canada|Saint-Jérôme Quebec|Quebec}",1981-03-24
"679","Jamie Lundmark","1981-01-01T00:00:00+02:00","1981-01-16","","{Alberta|Edmonton|Canada}",1981-01-16
"680","Jason Jaffray","1981-01-01T00:00:00+02:00","1981-06-30","male","{Alberta|Rimbey|Canada}",1981-06-30
"681","Jason Jaspers","1981-01-01T00:00:00+02:00","1981-04-08","","{Ontario|Canada|Thunder Bay}",1981-04-08
"682","Jason Jozsa","1981-01-01T00:00:00+02:00","1981-07-04","","{Alberta|Canada|Calgary}",1981-07-04
"683","Jason King (ice hockey)","1981-01-01T00:00:00+02:00","1981-09-14","","{Newfoundland and Labrador|Corner Brook|Canada}",1981-09-14
"684","Dustin Jamieson","1981-01-01T00:00:00+02:00","1981-05-26","male","{Ontario|Forest Ontario|Canada}",1981-05-26
"685","Dustin Wood","1981-01-01T00:00:00+02:00","1981-05-21","","{Ontario|Scarborough Ontario|Canada}",1981-05-21
"686","Justin Kelly (ice hockey)","1981-01-01T00:00:00+02:00","1981-03-17","male","{British Columbia|Canada|Abbotsford British Columbia}",1981-03-17
"687","Justin Mapletoft","1981-01-01T00:00:00+02:00","1981-01-11","","{Saskatchewan|Lloydminster|Canada}",1981-01-11
"688","Justin Williams","1981-01-01T00:00:00+02:00","1981-10-04","male","{Ontario|Cobourg|Canada}",1981-10-04
"689","Barret Ehgoetz","1981-01-01T00:00:00+02:00","1981-04-16","","{Ontario|Kincardine Ontario|Canada}",1981-04-16
"690","Barret Jackman","1981-01-01T00:00:00+02:00","1981-03-05","male","{British Columbia|Canada|Trail British Columbia}",1981-03-05
"691","Raffi Torres","1981-01-01T00:00:00+02:00","1981-10-08","male","{Ontario|Canada men's national junior ice hockey team|Toronto|Canada}",1981-10-08
"692","Randy Jones (ice hockey)","1981-01-01T00:00:00+02:00","1981-07-23","","{New Brunswick|Quispamsis|Canada}",1981-07-23
"693","Reagan Rome","1981-01-01T00:00:00+02:00","1981-12-29","male","{Manitoba|Nesbitt Manitoba|Canada}",1981-12-29
"694","Regan Kelly","1981-01-01T00:00:00+02:00","1981-03-09","","{Saskatchewan|Watrous Saskatchewan|Canada}",1981-03-09
"695","Rene Bourque","1981-01-01T00:00:00+02:00","1981-12-10","male","{Alberta|Canada men's national ice hockey team|Edmonton|Canada}",1981-12-10
"696","Alex Auld","1981-01-01T00:00:00+02:00","1981-01-07","male","{Alberta|Canada|Cold Lake Alberta}",1981-01-07
"697","Alexandre Burrows","1981-01-01T00:00:00+02:00","1981-04-11","male","{Pincourt Quebec|Canada|Quebec}",1981-04-11
"698","Alexandre Giroux","1981-01-01T00:00:00+02:00","1981-06-16","male","{Quebec City|Canada|Quebec}",1981-06-16
"699","Rob Zepp","1981-01-01T00:00:00+02:00","1981-09-07","male","{Ontario|Newmarket Ontario|Canada}",1981-09-07
"700","Robin Gomez","1981-01-01T00:00:00+02:00","1981-10-15","male","{British Columbia|Canada|Prince Rupert British Columbia}",1981-10-15
"701","T. J. Caig","1981-01-01T00:00:00+02:00","1981-01-26","","{British Columbia|Canada|Kelowna}",1981-01-26
"702","T. J. Kemp","1981-01-01T00:00:00+02:00","1981-07-03","","{Ontario|Canada|Pickering Ontario}",1981-07-03
"703","Darcy Robinson","1981-01-01T00:00:00+02:00","1981-05-03","","{British Columbia|Kamloops|Canada}",1981-05-03
"704","Darryl Bootland","1981-01-01T00:00:00+02:00","1981-11-02","","{Ontario|Canada|Schomberg Ontario}",1981-11-02
"705","Dean Beuker","1981-01-01T00:00:00+02:00","1981-01-05","male","{Saskatchewan|Watson Saskatchewan|Canada}",1981-01-05
"706","Gina Kingsbury","1981-01-01T00:00:00+02:00","1981-11-26","female","{Saskatchewan|Uranium City|Canada}",1981-11-26
"707","Morgan Cey","1981-01-01T00:00:00+02:00","1981-10-27","","{Saskatchewan|Canada|Wilkie Saskatchewan}",1981-10-27
"708","Bracken Kearns","1981-01-01T00:00:00+02:00","1981-05-12","","{British Columbia|Vancouver|Canada}",1981-05-12
"709","Brandin Cote","1981-01-01T00:00:00+02:00","1981-04-21","male","{Saskatchewan|Swift Current|Canada}",1981-04-21
"710","Brandon Reid","1981-01-01T00:00:00+02:00","1981-03-09","male","{Kirkland Quebec|Canada|Quebec}",1981-03-09
"711","Brett Clouthier","1981-01-01T00:00:00+02:00","1981-06-09","male","{Ontario|Ottawa|Canada}",1981-06-09
"712","Brian Finley","1981-01-01T00:00:00+02:00","1981-07-13","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1981-07-13
"713","Brian McGrattan","1981-01-01T00:00:00+02:00","1981-09-02","male","{Hamilton Ontario|Ontario|Canada}",1981-09-02
"714","Wade Skolney","1981-01-01T00:00:00+02:00","1981-06-24","male","{Saskatchewan|Canada|Humboldt Saskatchewan}",1981-06-24
"715","Jeff Campbell (ice hockey)","1981-01-01T00:00:00+02:00","1981-05-09","","{Ontario|Canada|Hensall Ontario}",1981-05-09
"716","Jeff Hansen","1981-01-01T00:00:00+02:00","1981-08-27","male","{Alberta|Canada|Calgary}",1981-08-27
"717","Jeff Szwez","1981-01-01T00:00:00+02:00","1981-06-16","","{Ontario|Etobicoke|Canada}",1981-06-16
"718","Jeremy Van Hoof","1981-01-01T00:00:00+02:00","1981-08-12","","{Ontario|Lindsay Ontario|Canada}",1981-08-12
"719","Andrew Ianiero","1981-01-01T00:00:00+02:00","1981-01-10","male","{Hamilton Ontario|Ontario|Canada}",1981-01-10
"720","Andrew Martens","1981-01-01T00:00:00+02:00","1981-07-05","male","{Alberta|Canada|Calgary}",1981-07-05
"721","Andrew Murray (ice hockey)","1981-01-01T00:00:00+02:00","1981-11-06","","{Manitoba|Canada|Selkirk Manitoba}",1981-11-06
"722","Martin Kariya","1981-01-01T00:00:00+02:00","1981-10-05","male","{British Columbia|Vancouver|Canada}",1981-10-05
"723","Matt Korthuis","1981-01-01T00:00:00+02:00","1981-09-22","male","{Saskatchewan|Saskatoon|Canada}",1981-09-22
"724","Maxime Ouellet","1981-01-01T00:00:00+02:00","1981-06-17","","{Beauport Quebec City|Canada|Quebec}",1981-06-17
"725","Nathan Barrett","1981-01-01T00:00:00+02:00","1981-08-03","","{British Columbia|Vancouver|Canada}",1981-08-03
"726","Nathan Robinson","1981-01-01T00:00:00+02:00","1981-12-31","male","{Ontario|Scarborough Ontario|Canada}",1981-12-31
"727","Nathan Ward","1981-01-01T00:00:00+02:00","1981-12-08","","{Alberta|Edmonton|Canada}",1981-12-08
"728","Nolan Yonkman","1981-01-01T00:00:00+02:00","1981-04-01","","{Saskatchewan|Punnichy Saskatchewan|Canada}",1981-04-01
"729","Charlie Stephens","1981-01-01T00:00:00+02:00","1981-04-05","","{Ontario|London Ontario|Canada}",1981-04-05
"730","Cherie Piper","1981-01-01T00:00:00+02:00","1981-06-29","female","{Ontario|Scarborough Ontario|Canada}",1981-06-29
"731","Chris Leinweber","1981-01-01T00:00:00+02:00","1981-11-02","","{Alberta|Canada|Calgary}",1981-11-02
"732","Chris Minard","1981-01-01T00:00:00+02:00","1981-11-18","male","{Ontario|Owen Sound|Canada}",1981-11-18
"733","Scott Kelman","1981-01-01T00:00:00+02:00","1981-05-07","","{Manitoba|Winnipeg|Canada}",1981-05-07
"734","Sean Fields","1981-01-01T00:00:00+02:00","1981-03-06","male","{Alberta|Edmonton|Canada}",1981-03-06
"735","Aaron MacKenzie","1981-01-01T00:00:00+02:00","1981-03-07","","{Ontario|Terrace Bay|Canada}",1981-03-07
"736","Aaron Voros","1981-01-01T00:00:00+02:00","1981-07-02","","{British Columbia|Vancouver|Canada}",1981-07-02
"737","Chad Wiseman","1981-01-01T00:00:00+02:00","1981-03-25","male","{Ontario|Burlington Ontario|Canada}",1981-03-25
"738","Cory Pecker","1981-01-01T00:00:00+02:00","1981-03-20","","{Canada|Montreal|Quebec}",1981-03-20
"739","Craig Weller","1981-01-01T00:00:00+02:00","1981-03-17","male","{Alberta|Canada|Calgary}",1981-03-17
"740","Dan Jancevski","1981-01-01T00:00:00+02:00","1981-06-15","","{Ontario|Windsor Ontario|Canada}",1981-06-15
"741","Dan Sullivan (ice hockey)","1981-01-01T00:00:00+02:00","1981-03-20","","{Ontario|York Ontario|Canada}",1981-03-20
"742","Jordan Bianchin","1981-01-01T00:00:00+02:00","1981-08-30","male","{British Columbia|Nanaimo|Canada}",1981-08-30
"743","Jordan Krestanovich","1981-01-01T00:00:00+02:00","1981-06-14","","{British Columbia|Canada|Langley British Columbia (city)}",1981-06-14
"744","Jordan Sigalet","1981-01-01T00:00:00+02:00","1981-02-19","male","{British Columbia|New Westminster|Canada}",1981-02-19
"745","Ken Magowan","1981-01-01T00:00:00+02:00","1981-06-22","male","{British Columbia|Canada|Kelowna}",1981-06-22
"746","Kevin Bieksa","1981-01-01T00:00:00+02:00","1981-06-16","","{Ontario|Grimsby Ontario|Canada}",1981-06-16
"747","Kevin Dallman","1981-01-01T00:00:00+02:00","1981-02-26","","{Ontario|Niagara Falls Ontario|Canada}",1981-02-26
"748","Kevin Lavallée (ice hockey b. 1981)","1981-01-01T00:00:00+02:00","1981-12-12","male","{Canada|Montreal|Quebec}",1981-12-12
"749","Jade Galbraith","1982-01-01T00:00:00+02:00","1982-03-02","male","{Alberta|Hinton Alberta|Canada}",1982-03-02
"750","Erez Eizenman","1982-01-01T00:00:00+02:00","1982-02-12","male","{Ontario|Toronto|Canada}",1982-02-12
"751","Eric Johansson","1982-01-01T00:00:00+02:00","1982-01-07","","{Alberta|Edmonton|Canada}",1982-01-07
"752","Louis Robitaille (ice hockey)","1982-01-01T00:00:00+02:00","1982-03-16","","{Canada|Montreal|Quebec|Mercier Quebec}",1982-03-16
"753","Lucas Burnett","1982-01-01T00:00:00+02:00","1982-04-01","","{British Columbia|Canada|Rossland British Columbia}",1982-04-01
"754","Malcolm MacMillan (ice hockey)","1982-01-01T00:00:00+02:00","1982-02-08","","{Ontario|Canada|Thunder Bay}",1982-02-08
"755","Greg Chambers","1982-01-01T00:00:00+02:00","1982-11-14","","{Ontario|Toronto|Canada}",1982-11-14
"756","Greg Jacina","1982-01-01T00:00:00+02:00","1982-05-22","male","{Ontario|Guelph|Canada}",1982-05-22
"757","Greg McCauley","1982-01-01T00:00:00+02:00","1982-01-06","male","{Ontario|Collingwood Ontario|Canada}",1982-01-06
"758","Gregory Hogeboom","1982-01-01T00:00:00+02:00","1982-09-26","male","{Ontario|Etobicoke|Canada}",1982-09-26
"759","Yan Stastny","1982-01-01T00:00:00+02:00","1982-09-30","","{Quebec City|Canada|Quebec}",1982-09-30
"760","Yanick Lehoux","1982-01-01T00:00:00+02:00","1982-04-08","male","{Canada|Montreal|Quebec}",1982-04-08
"761","Garth Murray","1982-01-01T00:00:00+02:00","1982-09-17","","{Saskatchewan|Regina Saskatchewan|Canada}",1982-09-17
"762","Patrick Iannone","1982-01-01T00:00:00+02:00","1982-02-09","","{Canada|Fruitvale British Columbia}",1982-02-09
"763","Paul Ballantyne (ice hockey)","1982-01-01T00:00:00+02:00","1982-07-16","","{Ontario|Waterloo Ontario|Canada}",1982-07-16
"764","Paul Crosty","1982-01-01T00:00:00+02:00","1982-10-13","male","{Alberta|Edmonton|Canada}",1982-10-13
"765","Peter Flache","1982-01-01T00:00:00+02:00","1982-03-04","male","{Ontario|Toronto|Canada}",1982-03-04
"766","Dennis Packard","1982-01-01T00:00:00+02:00","1982-02-09","","{Ontario|Canada|St. Catharines}",1982-02-09
"767","Derek Nesbitt","1982-01-01T00:00:00+02:00","1982-04-16","male","{Ontario|Canada|Egmondville Ontario}",1982-04-16
"768","Deryk Engelland","1982-01-01T00:00:00+02:00","1982-04-03","","{Alberta|Edmonton|Canada}",1982-04-03
"769","Ryan Craig","1982-01-01T00:00:00+02:00","1982-01-06","male","{British Columbia|Canada|Abbotsford British Columbia}",1982-01-06
"770","Ryane Clowe","1982-01-01T00:00:00+02:00","1982-09-30","","{Newfoundland and Labrador|Canada|Saint John's|Fermeuse}",1982-09-30
"771","Michael Cammalleri","1982-01-01T00:00:00+02:00","1982-06-08","male","{Ontario|Canada|Richmond Hill Ontario}",1982-06-08
"772","Michael Garnett","1982-01-01T00:00:00+02:00","1982-11-25","","{Saskatchewan|Saskatoon|Canada}",1982-11-25
"773","Michel Ouellet","1982-01-01T00:00:00+02:00","1982-03-05","","{Rimouski|Canada|Quebec}",1982-03-05
"774","Mike Iggulden","1982-01-01T00:00:00+02:00","1982-11-09","","{Ontario|Canada|St. Catharines}",1982-11-09
"775","Mike Kompon","1982-01-01T00:00:00+02:00","1982-02-21","","{Ontario|Canada|Thunder Bay}",1982-02-21
"776","Mike Madill","1982-01-01T00:00:00+02:00","1982-05-09","male","{Kirkland Quebec|Canada|Quebec}",1982-05-09
"777","Mike Mole","1982-01-01T00:00:00+02:00","1982-10-12","","{Moncton|New Brunswick|Canada}",1982-10-12
"778","Mike Prpich","1982-01-01T00:00:00+02:00","1982-03-27","male","{Saskatchewan|Canada|Kenaston Saskatchewan}",1982-03-27
"779","Mike Smith (ice hockey born 1982)","1982-01-01T00:00:00+02:00","1982-03-22","male","{Ontario|Canada|Kingston Ontario}",1982-03-22
"780","Travis Moen","1982-01-01T00:00:00+02:00","1982-04-06","male","{Saskatchewan|Swift Current|Canada}",1982-04-06
"781","Trent Campbell","1982-01-01T00:00:00+02:00","1982-12-24","","{Saskatchewan|Canada|Beauval Saskatchewan}",1982-12-24
"782","Trevor Johnson (ice hockey)","1982-01-01T00:00:00+02:00","1982-01-25","male","{British Columbia|Canada|Trail British Columbia}",1982-01-25
"783","Shaone Morrisonn","1982-01-01T00:00:00+02:00","1982-12-23","","{British Columbia|Vancouver|Canada}",1982-12-23
"784","Shaun Arvai","1982-01-01T00:00:00+02:00","1982-10-06","male","{Ontario|Canada|West Elgin Ontario}",1982-10-06
"785","Steven Crampton","1982-01-01T00:00:00+02:00","1982-04-12","male","{Manitoba|Winnipeg|Canada}",1982-04-12
"786","Steven Spencer","1982-01-01T00:00:00+02:00","1982-06-16","male","{Saskatchewan|Regina Saskatchewan|Canada}",1982-06-16
"787","Kris Newbury","1982-01-01T00:00:00+02:00","1982-02-19","","{Ontario|Brampton|Canada}",1982-02-19
"788","Kyle Rank (ice hockey born 1982)","1982-01-01T00:00:00+02:00","1982-12-28","male","{Ontario|Elmira Ontario|Canada}",1982-12-28
"789","Marc Lefebvre","1982-01-01T00:00:00+02:00","1982-05-25","male","{Ontario|Kanata Ontario|Canada}",1982-05-25
"790","Marco Rosa","1982-01-01T00:00:00+02:00","1982-01-15","male","{Ontario|Scarborough Ontario|Canada}",1982-01-15
"791","Mark Bomersback","1982-01-01T00:00:00+02:00","1982-07-08","","{Alberta|Canada|Rochester Alberta}",1982-07-08
"792","Mark Popovic","1982-01-01T00:00:00+02:00","1982-10-11","male","{Ontario|Canada|Stoney Creek Ontario}",1982-10-11
"793","James DeMone","1982-01-01T00:00:00+02:00","1982-07-01","male","{Alberta|St. Albert Alberta|Canada}",1982-07-01
"794","Jamie Johnson (ice hockey)","1982-01-01T00:00:00+02:00","1982-01-23","male","{Ontario|Canada|Port Franks Ontario}",1982-01-23
"795","Jared Aulin","1982-01-01T00:00:00+02:00","1982-03-15","male","{Alberta|Canada|Calgary}",1982-03-15
"796","Jarret Stoll","1982-01-01T00:00:00+02:00","1982-06-24","","{Saskatchewan|Canada|Melville Saskatchewan}",1982-06-24
"797","Jason Pominville","1982-01-01T00:00:00+02:00","1982-11-30","male","{Repentigny Quebec|Canada men's national ice hockey team}",1982-11-30
"798","Jay Harrison","1982-01-01T00:00:00+02:00","1982-11-03","male","{Ontario|Oshawa|Canada}",1982-11-03
"799","Jean-François David","1982-01-01T00:00:00+02:00","1982-04-29","male","{Blainville Quebec|Canada|Quebec}",1982-04-29
"800","Dustin Penner","1982-01-01T00:00:00+02:00","1982-09-28","male","{Manitoba|Canada|Winkler Manitoba}",1982-09-28
"801","Joey Mormina","1982-01-01T00:00:00+02:00","1982-06-29","","{Canada|Montreal|Quebec}",1982-06-29
"802","Josh Gratton","1982-01-01T00:00:00+02:00","1982-09-09","","{Ontario|Brantford|Canada}",1982-09-09
"803","Josh Soares","1982-01-01T00:00:00+02:00","1982-02-06","","{Hamilton Ontario|Ontario|Canada}",1982-02-06
"804","Justin Bourne","1982-01-01T00:00:00+02:00","1982-12-12","male","{British Columbia|Canada|Kelowna}",1982-12-12
"805","Antoine Vermette","1982-01-01T00:00:00+02:00","1982-07-20","","{Canada|Saint-Agapit Quebec}",1982-07-20
"806","Pascal Leclaire","1982-01-01T00:00:00+02:00","1982-11-07","male","{Repentigny Quebec|Canada|Quebec}",1982-11-07
"807","Ray Emery","1982-01-01T00:00:00+02:00","1982-09-28","male","{Hamilton Ontario|Ontario|Canada}",1982-09-28
"808","Rich Peverley","1982-01-01T00:00:00+02:00","1982-07-08","male","{Ontario|Guelph|Canada}",1982-07-08
"809","Pierre-Luc O'Brien","1982-01-01T00:00:00+02:00","1982-07-22","male","{Nicolet Quebec|Canada|Quebec}",1982-07-22
"810","Pierre-Luc Sleigher","1982-01-01T00:00:00+02:00","1982-02-12","male","{Canada|Nouvelle Quebec|Montreal|Quebec}",1982-02-12
"811","Richard Petiot","1982-01-01T00:00:00+02:00","1982-08-20","male","{Alberta|Canada|Daysland}",1982-08-20
"812","Riley Cote","1982-01-01T00:00:00+02:00","1982-03-16","male","{Manitoba|Winnipeg|Canada}",1982-03-16
"813","Rob McVicar","1982-01-01T00:00:00+02:00","1982-01-15","","{Northwest Territories|Hay River Northwest Territories|Canada}",1982-01-15
"814","Ben Knopp","1982-01-01T00:00:00+02:00","1982-04-08","male","{Alberta|Canada|Calgary}",1982-04-08
"815","Ben Ondrus","1982-01-01T00:00:00+02:00","1982-06-25","male","{Alberta|Sherwood Park|Canada}",1982-06-25
"816","Blaine Down","1982-01-01T00:00:00+02:00","1982-07-16","male","{Ontario|Oshawa|Canada}",1982-07-16
"817","Brad Boyes","1982-01-01T00:00:00+02:00","1982-04-17","male","{Ontario|Mississauga|Canada}",1982-04-17
"818","Brad Farynuk","1982-01-01T00:00:00+02:00","1982-01-22","male","{British Columbia|Canada|Enderby British Columbia}",1982-01-22
"819","Brad Herauf","1982-01-01T00:00:00+02:00","1982-08-24","","{Saskatchewan|Regina Saskatchewan|Canada}",1982-08-24
"820","Brandon Benedict","1982-01-01T00:00:00+02:00","1982-06-10","male","{Nova Scotia|Canada|Halifax (former city)}",1982-06-10
