"","name","birthYear","birthDate","gender","birthplace","dates"
"46","Jason Strudwick","1975-01-01T00:00:00+02:00","1975-07-17","","{Alberta|Edmonton|Canada}",1975-07-17
"47","Jean-Francois Houle","1975-01-01T00:00:00+02:00","1975-01-14","male","{Charlesbourg Quebec City|Canada|Quebec}",1975-01-14
"48","Jean-Guy Trudel","1975-01-01T00:00:00+02:00","1975-10-10","male","{Ontario|Canada|Greater Sudbury}",1975-10-10
"49","John Jakopin","1975-01-01T00:00:00+02:00","1975-05-16","","{Ontario|Toronto|Canada}",1975-05-16
"50","Barrie Moore","1975-01-01T00:00:00+02:00","1975-05-22","male","{Ontario|London Ontario|Canada}",1975-05-22
"51","Beau Riedel","1975-01-01T00:00:00+02:00","1975-11-19","","{Alberta|Canada|Calgary}",1975-11-19
"52","Becky Kellar-Duke","1975-01-01T00:00:00+02:00","1975-01-01","female","{Ontario|Canada|Hagersville Ontario}",1975-01-01
"53","Andy Sutton","1975-01-01T00:00:00+02:00","1975-03-10","male","{Ontario|London Ontario|Canada}",1975-03-10
"54","P. J. Stock","1975-01-01T00:00:00+02:00","1975-05-26","male","{Dollard-des-Ormeaux|Canada|Quebec}",1975-05-26
"55","Randy Robitaille","1975-01-01T00:00:00+02:00","1975-10-12","","{Ontario|Ottawa|Canada}",1975-10-12
"56","Alain Nasreddine","1975-01-01T00:00:00+02:00","1975-07-10","male","{Canada|Montreal|Quebec}",1975-07-10
"57","Alan Letang","1975-01-01T00:00:00+02:00","1975-09-04","","{Ontario|Renfrew Ontario|Canada}",1975-09-04
"58","Alexandre Daigle","1975-01-01T00:00:00+02:00","1975-02-07","","{Canada|Laval Quebec}",1975-02-07
"59","Tavis Hansen","1975-01-01T00:00:00+02:00","1975-06-17","","{Saskatchewan|Prince Albert Saskatchewan|Canada}",1975-06-17
"60","Darcy Tucker","1975-01-01T00:00:00+02:00","1975-03-15","male","{Alberta|Canada|Castor Alberta}",1975-03-15
"61","Darrel Scoville","1975-01-01T00:00:00+02:00","1975-10-13","male","{Saskatchewan|Swift Current|Canada}",1975-10-13
"62","Dave Roche","1975-01-01T00:00:00+02:00","1975-06-13","","{Ontario|Lindsay Ontario|Canada}",1975-06-13
"63","David Ling","1975-01-01T00:00:00+02:00","1975-01-09","","{Nova Scotia|Canada|Halifax (former city)}",1975-01-09
"64","Bob Westerby","1975-01-01T00:00:00+02:00","1975-10-29","male","{British Columbia|Canada|Kelowna}",1975-10-29
"65","Brad Brown","1975-01-01T00:00:00+02:00","1975-12-27","","{Newfoundland and Labrador|Canada|Baie Verte Newfoundland and Labrador}",1975-12-27
"66","Brendan Witt","1975-01-01T00:00:00+02:00","1975-02-20","male","{Saskatchewan|Canada|Humboldt Saskatchewan}",1975-02-20
"67","Brett Lindros","1975-01-01T00:00:00+02:00","1975-12-02","male","{Ontario|London Ontario|Canada}",1975-12-02
"68","Bryan McCabe","1975-01-01T00:00:00+02:00","1975-06-08","","{Ontario|Canada|St. Catharines}",1975-06-08
"69","Vince Williams (ice hockey)","1975-01-01T00:00:00+02:00","1975-11-27","male","{Ontario|Ottawa|Canada}",1975-11-27
"70","Jeff Lank","1975-01-01T00:00:00+02:00","1975-03-01","male","{Saskatchewan|Canada|Indian Head Saskatchewan}",1975-03-01
"71","Jimmy Roy","1975-01-01T00:00:00+02:00","1975-09-22","male","{Ontario|Sioux Lookout|Canada}",1975-09-22
"72","Jocelyn Thibault","1975-01-01T00:00:00+02:00","1975-01-12","","{Canada|Montreal|Quebec}",1975-01-12
"73","Andre Savage","1975-01-01T00:00:00+02:00","1975-05-27","","{Ontario|Ottawa|Canada}",1975-05-27
"74","Frédéric Cassivi","1975-01-01T00:00:00+02:00","1975-06-12","male","{Sorel-Tracy|Canada|Quebec}",1975-06-12
"75","Frank Banham","1975-01-01T00:00:00+02:00","1975-04-14","","{Alberta|Calahoo Alberta|Canada}",1975-04-14
"76","Martin St. Louis","1975-01-01T00:00:00+02:00","1975-06-18","","{Canada|Laval Quebec|Quebec}",1975-06-18
"77","Marty Murray","1975-01-01T00:00:00+02:00","1975-02-16","male","{Manitoba|Canada|Deloraine Manitoba}",1975-02-16
"78","Marty Turco","1975-01-01T00:00:00+02:00","1975-08-13","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1975-08-13
"79","Matt Johnson (ice hockey)","1975-01-01T00:00:00+02:00","1975-11-23","male","{Ontario|Welland|Canada}",1975-11-23
"80","Matt Pagnutti","1975-01-01T00:00:00+02:00","1975-09-25","","{Ontario|Canada|Greater Sudbury}",1975-09-25
"81","Matthew Beveridge","1975-01-01T00:00:00+02:00","1975-03-18","male","{Ontario|Toronto|Canada}",1975-03-18
"82","Neal Martin","1975-01-01T00:00:00+02:00","1975-09-08","male","{Ontario|Canada|Greater Sudbury}",1975-09-08
"83","Nolan Pratt","1975-01-01T00:00:00+02:00","1975-08-14","male","{Alberta|Fort McMurray|Canada}",1975-08-14
"84","Ian Gordon (ice hockey)","1975-01-01T00:00:00+02:00","1975-05-15","","{Saskatchewan|North Battleford|Canada}",1975-05-15
"85","Chris Armstrong (ice hockey)","1975-01-01T00:00:00+02:00","1975-06-26","","{Saskatchewan|Regina Saskatchewan|Canada}",1975-06-26
"86","Chris Gratton","1975-01-01T00:00:00+02:00","1975-07-05","male","{Ontario|Brantford|Canada}",1975-07-05
"87","Chris Jamieson","1975-01-01T00:00:00+02:00","1975-08-28","","{Alberta|Canada|Calgary}",1975-08-28
"88","Chris McAllister","1975-01-01T00:00:00+02:00","1975-06-16","","{Saskatchewan|Saskatoon|Canada}",1975-06-16
"89","Chris Wells (ice hockey)","1975-01-01T00:00:00+02:00","1975-11-12","","{Alberta|Canada|Calgary}",1975-11-12
"90","Chris Yule","1975-01-01T00:00:00+02:00","1975-03-29","male","{Alberta|Edmonton|Canada}",1975-03-29
"91","Christian Matte","1975-01-01T00:00:00+02:00","1975-01-20","","{Hull Quebec|Canada|Quebec}",1975-01-20
"92","Christopher Sekura","1975-01-01T00:00:00+02:00","1975-10-31","","{Alberta|Canada|Taber Alberta}",1975-10-31
"93","Scott Langkow","1975-01-01T00:00:00+02:00","1975-04-21","","{Alberta|Sherwood Park|Canada}",1975-04-21
"94","Aaron Keller","1975-01-01T00:00:00+02:00","1975-03-01","male","{British Columbia|Kamloops|Canada}",1975-03-01
"95","Adam Deadmarsh","1975-01-01T00:00:00+02:00","1975-05-10","","{British Columbia|Canada|Trail British Columbia}",1975-05-10
"96","Warren Luhning","1975-01-01T00:00:00+02:00","1975-07-03","","{Alberta|Edmonton|Canada}",1975-07-03
"97","Cory Larose","1975-01-01T00:00:00+02:00","1975-05-14","","{New Brunswick|Campbellton New Brunswick|Canada}",1975-05-14
"98","Curtis Murphy","1975-01-01T00:00:00+02:00","1975-12-03","male","{Saskatchewan|Kerrobert|Canada}",1975-12-03
"99","Dan Cousineau","1975-01-01T00:00:00+02:00","1975-05-22","male","{Nova Scotia|Canada|Halifax (former city)}",1975-05-22
"100","Jordan Willis (ice hockey)","1975-01-01T00:00:00+02:00","1975-02-28","male","{Ontario|Kincardine Ontario|Canada}",1975-02-28
"101","Kent Simpson (ice hockey born 1975)","1975-01-01T00:00:00+02:00","1975-07-20","","{British Columbia|Canada|North Vancouver (district municipality)}",1975-07-20
"102","Kevin Weekes","1975-01-01T00:00:00+02:00","1975-04-04","male","{Ontario|Toronto|Canada}",1975-04-04
"103","Éric Bertrand","1975-01-01T00:00:00+02:00","1975-04-16","male","{Canada|Saint-Éphrem-de-Beauce Quebec|Quebec}",1975-04-16
"104","Éric Landry","1975-01-01T00:00:00+02:00","1975-01-20","","{Gatineau|Canada|Quebec}",1975-01-20
"105","Éric Lecompte","1975-01-01T00:00:00+02:00","1975-04-04","male","{Canada|Montreal|Quebec}",1975-04-04
"106","J. P. Vigier","1976-01-01T00:00:00+02:00","1976-09-11","male","{Manitoba|Notre-Dame-de-Lourdes Manitoba|Canada}",1976-09-11
"107","Eric Boulton","1976-01-01T00:00:00+02:00","1976-08-17","","{Nova Scotia|Canada|Halifax (former city)}",1976-08-17
"108","Greg Crozier","1976-01-01T00:00:00+02:00","1976-07-06","","{Alberta|Canada|Calgary}",1976-07-06
"109","Zac Bierk","1976-01-01T00:00:00+02:00","1976-09-17","male","{Ontario|Canada|Peterborough Ontario}",1976-09-17
"110","Frederic Deschênes","1976-01-01T00:00:00+02:00","1976-01-12","","{Quebec City|Canada|Quebec}",1976-01-12
"111","Gaétan Royer","1976-01-01T00:00:00+02:00","1976-03-13","male","{Canada|Donnacona Quebec|Quebec}",1976-03-13
"112","Gavin Morgan","1976-01-01T00:00:00+02:00","1976-07-09","male","{Ontario|Scarborough Ontario|Canada}",1976-07-09
"113","Paul Fioroni","1976-01-01T00:00:00+02:00","1976-08-07","","{Alberta|Canada|Calgary}",1976-08-07
"114","Paxton Schafer","1976-01-01T00:00:00+02:00","1976-02-26","","{Alberta|Medicine Hat|Canada}",1976-02-26
"115","Denis Gauthier","1976-01-01T00:00:00+02:00","1976-10-01","","{Canada|Montreal|Quebec}",1976-10-01
"116","Dorian Anneck","1976-01-01T00:00:00+02:00","1976-04-24","male","{Manitoba|Winnipeg|Canada}",1976-04-24
"117","Ryan Johnson (ice hockey)","1976-01-01T00:00:00+02:00","1976-06-14","male","{Ontario|Canada|Thunder Bay}",1976-06-14
"118","Ryan Lindsay (ice hockey)","1976-01-01T00:00:00+02:00","1976-04-13","","{Ontario|Simcoe Ontario|Canada}",1976-04-13
"119","Ryan Mougenel","1976-01-01T00:00:00+02:00","1976-03-02","male","{Scarborough Ontario|Canada}",1976-03-02
"120","Ryan Smyth","1976-01-01T00:00:00+02:00","1976-02-21","male","{Alberta|Canada|Banff Alberta}",1976-02-21
"121","Ryan Tobler","1976-01-01T00:00:00+02:00","1976-05-13","male","{Alberta|Canada|Calgary}",1976-05-13
"122","Mike Leclerc","1976-01-01T00:00:00+02:00","1976-11-10","","{Manitoba|Winnipeg|Canada}",1976-11-10
"123","Mike Minard","1976-01-01T00:00:00+02:00","1976-11-01","male","{Ontario|Owen Sound|Canada}",1976-11-01
"124","Mike Watt (ice hockey)","1976-01-01T00:00:00+02:00","1976-03-31","","{Ontario|Seaforth Ontario|Canada}",1976-03-31
"125","Trevor Matter","1976-01-01T00:00:00+02:00","1976-09-03","","{Alberta|Edmonton|Canada}",1976-09-03
"126","Shane Doan","1976-01-01T00:00:00+02:00","1976-10-10","male","{Alberta|Canada|Halkirk Alberta}",1976-10-10
"127","Sheldon Souray","1976-01-01T00:00:00+02:00","1976-07-13","male","{Alberta|Elk Point Alberta|Canada}",1976-07-13
"128","Steve Kelly","1976-01-01T00:00:00+02:00","1976-10-26","","{British Columbia|Vancouver|Canada}",1976-10-26
"129","Steven Reinprecht","1976-01-01T00:00:00+02:00","1976-05-07","male","{Alberta|Edmonton|Canada}",1976-05-07
"130","Kirk Furey","1976-01-01T00:00:00+02:00","1976-01-28","male","{Nova Scotia|Canada|Glace Bay Nova Scotia}",1976-01-28
"131","Marc Dupuis","1976-01-01T00:00:00+02:00","1976-04-22","male","{Ontario|Cornwall Ontario|Canada}",1976-04-22
"132","Jamie Wright","1976-01-01T00:00:00+02:00","1976-05-13","male","{Ontario|Kitchener Ontario|Canada}",1976-05-13
"133","Jason Botterill","1976-01-01T00:00:00+02:00","1976-05-19","","{Alberta|Edmonton|Canada}",1976-05-19
"134","Jason Holland","1976-01-01T00:00:00+02:00","1976-04-30","","{Alberta|Morinville|Canada}",1976-04-30
"135","Jason Morgan (ice hockey)","1976-01-01T00:00:00+02:00","1976-10-09","","{Newfoundland and Labrador|St. John's Newfoundland and Labrador|Canada}",1976-10-09
"136","Jason Podollan","1976-01-01T00:00:00+02:00","1976-02-18","male","{British Columbia|Vernon British Columbia|Canada}",1976-02-18
"137","Jason Wiemer","1976-01-01T00:00:00+02:00","1976-04-14","male","{British Columbia|Canada|Kimberley British Columbia}",1976-04-14
"138","Dwayne Zinger","1976-01-01T00:00:00+02:00","1976-07-05","","{Alberta|Canada|Coronation Alberta}",1976-07-05
"139","Ed Jovanovski","1976-01-01T00:00:00+02:00","1976-06-26","male","{Ontario|Windsor Ontario|Canada}",1976-06-26
"140","Jody Shelley","1976-01-01T00:00:00+02:00","1976-02-07","male","{Manitoba|Canada|Thompson Manitoba}",1976-02-07
"141","Ray Giroux","1976-01-01T00:00:00+02:00","1976-07-20","","{Ontario|North Bay Ontario|Canada}",1976-07-20
"142","Reed Low","1976-01-01T00:00:00+02:00","1976-06-21","","{Saskatchewan|Moose Jaw|Canada}",1976-06-21
"143","Rhett Gordon","1976-01-01T00:00:00+02:00","1976-08-26","","{Saskatchewan|Regina Saskatchewan|Canada}",1976-08-26
"144","Rhett Warrener","1976-01-01T00:00:00+02:00","1976-01-27","male","{Saskatchewan|Shaunavon Saskatchewan|Canada}",1976-01-27
"145","Alfie Michaud","1976-01-01T00:00:00+02:00","1976-11-06","male","{Manitoba|Canada|Selkirk Manitoba}",1976-11-06
"146","Rob Shearer","1976-01-01T00:00:00+02:00","1976-10-19","male","{Ontario|Kitchener Ontario|Canada}",1976-10-19
"147","Rob Skrlac","1976-01-01T00:00:00+02:00","1976-06-10","male","{British Columbia|Port McNeill|Canada}",1976-06-10
"148","Robb Gordon","1976-01-01T00:00:00+02:00","1976-01-13","","{British Columbia|Canada|Murrayville Langley}",1976-01-13
"149","Danielle Dube","1976-01-01T00:00:00+02:00","1976-03-10","female","{British Columbia|Vancouver|Canada}",1976-03-10
"150","Darcy Verot","1976-01-01T00:00:00+02:00","1976-07-13","male","{Saskatchewan|Radville Saskatchewan|Canada}",1976-07-13
"151","Dave Scatchard","1976-01-01T00:00:00+02:00","1976-02-20","male","{Alberta|Hinton Alberta|Canada}",1976-02-20
"152","David-Alexandre Beauregard","1976-01-01T00:00:00+02:00","1976-01-28","","{Canada|Montreal|Quebec}",1976-01-28
"153","David Cullen (ice hockey)","1976-01-01T00:00:00+02:00","1976-12-30","male","{Ontario|Canada|St. Catharines}",1976-12-30
"154","David Nemirovsky","1976-01-01T00:00:00+02:00","1976-08-01","","{Ontario|Toronto|Canada}",1976-08-01
"155","David Van Drunen","1976-01-01T00:00:00+02:00","1976-01-31","male","{Alberta|Sherwood Park|Canada}",1976-01-31
"156","Georges Laraque","1976-01-01T00:00:00+02:00","1976-12-07","male","{Canada|Montreal|Quebec}",1976-12-07
"157","Benoît Gratton","1976-01-01T00:00:00+02:00","1976-12-28","male","{Canada|Montreal|Quebec}",1976-12-28
"158","Brad Church","1976-01-01T00:00:00+02:00","1976-11-14","","{Manitoba|Canada|Dauphin Manitoba}",1976-11-14
"159","Brad Lukowich","1976-01-01T00:00:00+02:00","1976-08-12","male","{British Columbia|Cranbrook British Columbia|Canada}",1976-08-12
"160","Brett Clark (ice hockey)","1976-01-01T00:00:00+02:00","1976-12-23","male","{Saskatchewan|Wapella Saskatchewan|Canada}",1976-12-23
"161","Bryce Salvador","1976-01-01T00:00:00+02:00","1976-02-11","","{Manitoba|Brandon Manitoba|Canada}",1976-02-11
"162","Cail MacLean","1976-01-01T00:00:00+02:00","1976-09-30","","{Nova Scotia|Middleton Nova Scotia|Canada}",1976-09-30
"163","Calvin Elfring","1976-01-01T00:00:00+02:00","1976-04-23","male","{Alberta|Lethbridge|Canada}",1976-04-23
"164","Wade Belak","1976-01-01T00:00:00+02:00","1976-07-03","male","{Saskatchewan|Saskatoon|Canada}",1976-07-03
"165","Jean-Yves Leroux","1976-01-01T00:00:00+02:00","1976-06-24","male","{Canada|Montreal|Quebec}",1976-06-24
"166","Jeff Cowan","1976-01-01T00:00:00+02:00","1976-09-27","","{Ontario|Scarborough Ontario|Canada}",1976-09-27
"167","Jeff Friesen","1976-01-01T00:00:00+02:00","1976-08-05","male","{Saskatchewan|Canada|Meadow Lake Saskatchewan}",1976-08-05
"168","Jeff O'Neill","1976-01-01T00:00:00+02:00","1976-02-23","male","{Ontario|Canada|Richmond Hill Ontario}",1976-02-23
"169","Jeremy Rebek","1976-01-01T00:00:00+02:00","1976-02-10","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1976-02-10
"170","Andre Payette","1976-01-01T00:00:00+02:00","1976-07-29","","{Ontario|Cornwall Ontario|Canada}",1976-07-29
"171","Andrew Allen (ice hockey)","1976-01-01T00:00:00+02:00","1976-08-02","male","{Ontario|Canada|Vankleek Hill Ontario}",1976-08-02
"172","Andrew Dale (ice hockey)","1976-01-01T00:00:00+02:00","1976-02-16","male","{Ontario|Canada|Greater Sudbury}",1976-02-16
"173","Andy Delmore","1976-01-01T00:00:00+02:00","1976-12-26","male","{Ontario|LaSalle Ontario|Canada}",1976-12-26
"174","Fernando Pisani","1976-01-01T00:00:00+02:00","1976-12-27","male","{Alberta|Edmonton|Canada}",1976-12-27
"175","Marty Flichel","1976-01-01T00:00:00+02:00","1976-03-06","male","{Saskatchewan|Canada|Hodgeville Saskatchewan}",1976-03-06
"176","Mathieu Dandenault","1976-01-01T00:00:00+02:00","1976-02-03","male","{Canada|Sherbrooke|Quebec}",1976-02-03
"177","Mathieu Darche","1976-01-01T00:00:00+02:00","1976-11-26","male","{Saint-Laurent Quebec|Canada|Quebec}",1976-11-26
"178","Meaghan Sittler","1976-01-01T00:00:00+02:00","1976-03-12","female","{Ontario|Mississauga|Canada}",1976-03-12
"179","Nic Beaudoin","1976-01-01T00:00:00+02:00","1976-12-25","","{Ontario|Ottawa|Canada}",1976-12-25
"180","Nolan Baumgartner","1976-01-01T00:00:00+02:00","1976-03-23","male","{Alberta|Canada|Calgary}",1976-03-23
"181","Hnat Domenichelli","1976-01-01T00:00:00+02:00","1976-02-16","male","{Alberta|Edmonton|Canada}",1976-02-16
"182","Cheryl Pounder","1976-01-01T00:00:00+02:00","1976-06-21","","{Canada|Montreal|Quebec}",1976-06-21
"183","Chris Dingman","1976-01-01T00:00:00+02:00","1976-07-06","male","{Alberta|Edmonton|Canada}",1976-07-06
"184","Chris Mason (ice hockey)","1976-01-01T00:00:00+02:00","1976-04-20","","{Alberta|Canada|Red Deer Alberta}",1976-04-20
"185","Chris Schmidt (ice hockey)","1976-01-01T00:00:00+02:00","1976-03-01","male","{Alberta|Canada|Beaverlodge}",1976-03-01
"186","Christian Laflamme","1976-01-01T00:00:00+02:00","1976-11-24","","{Canada|Saint-Charles-de-Bellechasse Quebec|Quebec}",1976-11-24
"187","Clarke Wilm","1976-01-01T00:00:00+02:00","1976-10-24","male","{Saskatchewan|Canada|Central Butte}",1976-10-24
"188","Sami Jo Small","1976-01-01T00:00:00+02:00","1976-03-25","","{Manitoba|Winnipeg|Canada}",1976-03-25
"189","Scott Reid (ice hockey)","1976-01-01T00:00:00+02:00","1976-11-25","male","{Alberta|Grande Prairie|Canada}",1976-11-25
"190","Sean Brown","1976-01-01T00:00:00+02:00","1976-11-05","male","{Ontario|Oshawa|Canada}",1976-11-05
"191","Sean Gillam","1976-01-01T00:00:00+02:00","1976-05-07","male","{Alberta|Lethbridge|Canada}",1976-05-07
"192","Adam Smith (ice hockey)","1976-01-01T00:00:00+02:00","1976-05-24","male","{Nova Scotia|Digby Nova Scotia|Canada}",1976-05-24
"193","Chad Kilger","1976-01-01T00:00:00+02:00","1976-11-27","male","{Ontario|Cornwall Ontario|Canada}",1976-11-27
"194","Wayne Primeau","1976-01-01T00:00:00+02:00","1976-06-04","male","{Ontario|Scarborough Ontario|Canada}",1976-06-04
"195","Colin Forbes (ice hockey)","1976-01-01T00:00:00+02:00","1976-02-16","","{British Columbia|New Westminster|Canada}",1976-02-16
"196","Corey Neilson","1976-01-01T00:00:00+02:00","1976-08-22","male","{New Brunswick|Canada|Oromocto}",1976-08-22
"197","Craig Millar","1976-01-01T00:00:00+02:00","1976-07-12","","{Manitoba|Winnipeg|Canada}",1976-07-12
"198","Curtis Brown (ice hockey)","1976-01-01T00:00:00+02:00","1976-02-12","male","{Saskatchewan|Unity Saskatchewan|Canada}",1976-02-12
"199","Dan Boyle (ice hockey)","1976-01-01T00:00:00+02:00","1976-07-12","male","{Ontario|Ottawa|Canada}",1976-07-12
"200","Dan Cloutier","1976-01-01T00:00:00+02:00","1976-04-22","","{Canada|Mont-Laurier|Quebec}",1976-04-22
"201","Dan Delisle","1976-01-01T00:00:00+02:00","1976-11-28","","{Canada|Montreal|Quebec}",1976-11-28
"202","Dan Smith (ice hockey)","1976-01-01T00:00:00+02:00","1976-10-19","male","{British Columbia|Fernie British Columbia|Canada}",1976-10-19
"203","José Théodore","1976-01-01T00:00:00+02:00","1976-09-13","male","{Canada|Laval Quebec|Quebec}",1976-09-13
"204","Éric Houde","1976-01-01T00:00:00+02:00","1976-12-19","","{Canada|Montreal|Quebec}",1976-12-19
"205","Eric Schneider","1977-01-01T00:00:00+02:00","1977-09-15","male","{Alberta|Canada|Calgary}",1977-09-15
"206","Terry Ryan (ice hockey born 1977)","1977-01-01T00:00:00+02:00","1977-01-14","male","{Newfoundland and Labrador|St. John's Newfoundland and Labrador|Canada}",1977-01-14
"207","Greg Classen","1977-01-01T00:00:00+02:00","1977-08-24","","{Saskatchewan|Canada|Aylsham}",1977-08-24
"208","Greg Day","1977-01-01T00:00:00+02:00","1977-02-25","","{Ontario|Canada|St. Clair Beach Ontario}",1977-02-25
"209","Greg Leeb","1977-01-01T00:00:00+02:00","1977-05-31","male","{Alberta|Canada|Red Deer Alberta}",1977-05-31
"210","Xavier Delisle","1977-01-01T00:00:00+02:00","1977-05-24","male","{Quebec City|Canada|Quebec}",1977-05-24
"211","Yannick Tremblay (ice hockey born 1977)","1977-01-01T00:00:00+02:00","1977-08-25","male","{Canada|Alma Quebec|Quebec}",1977-08-25
"212","Paul Comrie","1977-01-01T00:00:00+02:00","1977-02-07","male","{Alberta|Edmonton|Canada}",1977-02-07
"213","Paul Traynor","1977-01-01T00:00:00+02:00","1977-09-14","","{Ontario|Canada|Thunder Bay}",1977-09-14
