Tommy Melkersson,1965-01-01T00:00:00+02:00,1965-02-01,,Sweden
Tommy Sjödin,1965-01-01T00:00:00+02:00,1965-08-13,,{Sweden|Timrå Municipality}
Stefan Larsson,1965-01-01T00:00:00+02:00,1965-06-14,male,{Sweden|Ludvika}
Jan Larsson,1965-01-01T00:00:00+02:00,1965-09-04,,{Sweden|Långshyttan}
Charles Berglund,1965-01-01T00:00:00+02:00,1965-01-18,,{Stockholm|Sweden}
Kenneth Kennholt,1965-01-01T00:00:00+02:00,1965-01-13,male,{Sweden|Södertälje}
Håkan Algotsson,1966-01-01T00:00:00+02:00,1966-08-05,male,{Tyringe|Sweden}
Fredrik Olausson,1966-01-01T00:00:00+02:00,1966-10-05,male,{Sweden|D%C3%A4desj%C3%B6}
Fredrik Stillman,1966-01-01T00:00:00+02:00,1966-08-22,,{Sweden|Jönköping}
Patrik Sylvegård,1966-01-01T00:00:00+02:00,1966-06-10,male,{Sweden|Örebro}
Peter Karlsson (ice hockey),1966-01-01T00:00:00+02:00,1966-02-17,,{Sweden|Lundby}
Mikael Andersson (ice hockey born 1966),1966-01-01T00:00:00+02:00,1966-05-10,male,{Malmö|Sweden}
Mikael Johansson (ice hockey born 1966),1966-01-01T00:00:00+02:00,1966-06-12,male,{Sweden|Huddinge Municipality}
Robert Burakovsky,1966-01-01T00:00:00+02:00,1966-11-24,male,{Malmö|Sweden}
Christian Due-Boje,1966-01-01T00:00:00+02:00,1966-10-12,male,Sweden
Peter Hagström,1967-01-01T00:00:00+02:00,1967-04-04,male,{Sweden|Grums}
Roger Åkerström,1967-01-01T00:00:00+02:00,1967-04-05,,{Sweden|Överkalix}
Roger Hansson,1967-01-01T00:00:00+02:00,1967-07-13,male,{Sweden|Helsingborg}
Roger Johansson,1967-01-01T00:00:00+02:00,1967-04-17,male,{Sweden|Ljungby}
Ulf Dahlén,1967-01-01T00:00:00+02:00,1967-01-21,,{Sweden|Östersund}
Kyösti Karjalainen,1967-01-01T00:00:00+02:00,1967-06-19,male,{Sweden|Gävle}
Pär Edlund,1967-01-01T00:00:00+02:00,1967-04-09,male,{Sweden|Nynäshamn}
Bengt Åkerblom,1967-01-01T00:00:00+02:00,1967-05-02,,Sweden
Calle Johansson,1967-01-01T00:00:00+02:00,1967-02-14,male,{Gothenburg|Sweden}
Jonas Heed,1967-01-01T00:00:00+02:00,1967-01-03,male,{Sweden|Västerås}
Kent Norberg,1967-01-01T00:00:00+02:00,1967-06-12,male,{Sweden|Härnösand}
Thomas Sjögren,1968-01-01T00:00:00+02:00,1968-06-08,male,{Gothenburg|Sweden}
Patrik Carnbäck,1968-01-01T00:00:00+02:00,1968-02-01,,{Gothenburg|Sweden}
Per-Johan Johansson,1968-01-01T00:00:00+02:00,1968-03-31,,Sweden
Per Lundell,1968-01-01T00:00:00+02:00,1968-06-29,male,{Sweden|Mariestad}
Tomas Forslund,1968-01-01T00:00:00+02:00,1968-11-24,male,{Sweden|Falun}
Johan Garpenlöv,1968-01-01T00:00:00+02:00,1968-03-21,male,{Stockholm|Sweden}
Olie Sundström,1968-01-01T00:00:00+02:00,1968-04-24,,{Sweden|Änge|Ånge}
Pär Djoos,1968-01-01T00:00:00+02:00,1968-05-11,male,{Sweden|Mora Sweden}
Peter Popovic,1968-01-01T00:00:00+02:00,1968-02-10,,{Sweden|Köping Municipality}
Rikard Franzén,1968-01-01T00:00:00+02:00,1968-03-21,male,{Sweden|Huddinge Municipality}
Leif Rohlin,1968-01-01T00:00:00+02:00,1968-02-26,male,{Sweden|Västerås}
Jörgen Wännström,1969-01-01T00:00:00+02:00,1969-01-29,male,Sweden
