"","name","birthYear","birthDate","gender","birthplace","dates"
"1043","Gord Mark","1964-01-01T00:00:00+02:00","1964-09-10","male","{Alberta|Edmonton|Canada}",1964-09-10
"1044","Yves Courteau","1964-01-01T00:00:00+02:00","1964-04-25","male","{Canada|Montreal|Quebec}",1964-04-25
"1045","Gary Leeman","1964-01-01T00:00:00+02:00","1964-02-19","male","{Ontario|Toronto|Canada}",1964-02-19
"1046","Paul Lawless","1964-01-01T00:00:00+02:00","1964-07-02","male","{Ontario|Scarborough Ontario|Canada}",1964-07-02
"1047","Perry Berezan","1964-01-01T00:00:00+02:00","1964-12-05","male","{Alberta|Edmonton|Canada}",1964-12-05
"1048","Peter Chiarelli (ice hockey)","1964-01-01T00:00:00+02:00","1964-08-05","","{Ontario|Nepean Ontario|Canada}",1964-08-05
"1049","Don Herczeg","1964-01-01T00:00:00+02:00","1964-06-28","","{Alberta|Edmonton|Canada}",1964-06-28
"1050","Ron Hextall","1964-01-01T00:00:00+02:00","1964-05-03","male","{Canada men's national ice hockey team|Brandon Manitoba}",1964-05-03
"1051","Ross McKay","1964-01-01T00:00:00+02:00","1964-03-03","","{Alberta|Edmonton|Canada}",1964-03-03
"1052","Michel Petit","1964-01-01T00:00:00+02:00","1964-02-12","","{Canada|Quebec|Saint-Malo Quebec|St._Malo_Quebec}",1964-02-12
"1053","Steve Seguin","1964-01-01T00:00:00+02:00","1964-04-10","male","{Ontario|Cornwall Ontario|Canada}",1964-04-10
"1054","Mark Jooris","1964-01-01T00:00:00+02:00","1964-02-02","","{Ontario|Burlington Ontario|Canada}",1964-02-02
"1055","Mark Lamb","1964-01-01T00:00:00+02:00","1964-08-03","male","{Saskatchewan|Canada|Ponteix Saskatchewan}",1964-08-03
"1056","Mark Paterson (ice hockey)","1964-01-01T00:00:00+02:00","1964-02-22","male","{Ontario|Ottawa|Canada}",1964-02-22
"1057","Ed Kastelic","1964-01-01T00:00:00+02:00","1964-01-29","male","{Ontario|Toronto|Canada}",1964-01-29
"1058","Joe Kocur","1964-01-01T00:00:00+02:00","1964-12-21","male","{Saskatchewan|Kelvington Saskatchewan|Canada}",1964-12-21
"1059","John Cullen","1964-01-01T00:00:00+02:00","1964-08-02","male","{Ontario|Puslinch Ontario|Canada}",1964-08-02
"1060","John LeBlanc","1964-01-01T00:00:00+02:00","1964-01-21","male","{New Brunswick|Campbellton New Brunswick|Canada}",1964-01-21
"1061","John MacLean (ice hockey)","1964-01-01T00:00:00+02:00","1964-11-20","male","{Ontario|Oshawa|Canada}",1964-11-20
"1062","Angela James","1964-01-01T00:00:00+02:00","1964-12-22","female","{Ontario|Toronto|Canada}",1964-12-22
"1063","Pat Cortina","1964-01-01T00:00:00+02:00","1964-09-04","","{Canada|Montreal|Quebec}",1964-09-04
"1064","Pat Verbeek","1964-01-01T00:00:00+02:00","1964-05-24","","{Ontario|Sarnia|Canada}",1964-05-24
"1065","Ray Ferraro","1964-01-01T00:00:00+02:00","1964-08-23","male","{British Columbia|Canada|Trail British Columbia}",1964-08-23
"1066","Pokey Reddick","1964-01-01T00:00:00+02:00","1964-10-06","","{Nova Scotia|Halifax Nova Scotia|Canada}",1964-10-06
"1067","Alain Héroux","1964-01-01T00:00:00+02:00","1964-05-20","male","{Terrebonne Quebec|Canada|Quebec}",1964-05-20
"1068","Alan Kerr","1964-01-01T00:00:00+02:00","1964-03-28","male","{British Columbia|Hazelton British Columbia|Canada}",1964-03-28
"1069","Richard Kromm","1964-01-01T00:00:00+02:00","1964-03-29","","{British Columbia|Canada|Trail British Columbia}",1964-03-29
"1070","Rick Boh","1964-01-01T00:00:00+02:00","1964-05-18","male","{British Columbia|Kamloops|Canada}",1964-05-18
"1071","Rick Brebant","1964-01-01T00:00:00+02:00","1964-02-21","male","{Ontario|Elliot Lake|Canada}",1964-02-21
"1072","Rick Fera","1964-01-01T00:00:00+02:00","1964-08-13","","{Keswick Ontario|Canada}",1964-08-13
"1073","Rick Tocchet","1964-01-01T00:00:00+02:00","1964-04-09","male","{Ontario|Scarborough Ontario|Canada}",1964-04-09
"1074","Taylor Hall (ice hockey born 1964)","1964-01-01T00:00:00+02:00","1964-02-20","","{Saskatchewan|Regina Saskatchewan|Canada}",1964-02-20
"1075","Darren Pang","1964-01-01T00:00:00+02:00","1964-02-17","male","{Ontario|Canada|Meaford Ontario}",1964-02-17
"1076","Dave Gagner","1964-01-01T00:00:00+02:00","1964-12-11","","{Ontario|Chatham-Kent|Canada}",1964-12-11
"1077","Dave Gans","1964-01-01T00:00:00+02:00","1964-06-06","","{Ontario|Brantford|Canada}",1964-06-06
"1078","Dave Reid (ice hockey born 1964)","1964-01-01T00:00:00+02:00","1964-05-15","","{Ontario|Toronto|Etobicoke|Canada}",1964-05-15
"1079","Dave Reierson","1964-01-01T00:00:00+02:00","1964-08-30","male","{Alberta|Canada|Bashaw Alberta}",1964-08-30
"1080","David Shaw (ice hockey)","1964-01-01T00:00:00+02:00","1964-05-25","male","{Ontario|Canada|St. Thomas Ontario}",1964-05-25
"1081","Dean Evason","1964-01-01T00:00:00+02:00","1964-08-22","","{Manitoba|Flin Flon|Canada}",1964-08-22
"1082","Murray Craven","1964-01-01T00:00:00+02:00","1964-07-20","","{Alberta|Medicine Hat|Canada}",1964-07-20
"1083","Murray Hood","1964-01-01T00:00:00+02:00","1964-11-17","","{Ontario|Toronto|Canada}",1964-11-17
"1084","Bob Errey","1964-01-01T00:00:00+02:00","1964-09-21","","{Canada|Montreal|Quebec}",1964-09-21
"1085","Bob Logan (ice hockey)","1964-01-01T00:00:00+02:00","1964-02-22","male","{Canada|Montreal|Quebec}",1964-02-22
"1086","Bob Rouse","1964-01-01T00:00:00+02:00","1964-06-18","","{British Columbia|Surrey British Columbia|Canada}",1964-06-18
"1087","Brad MacGregor","1964-01-01T00:00:00+02:00","1964-07-22","male","{Alberta|Edmonton|Canada}",1964-07-22
"1088","Brad Shaw","1964-01-01T00:00:00+02:00","1964-04-28","","{Ontario|Cambridge Ontario|Canada}",1964-04-28
"1089","Brett Hull","1964-01-01T00:00:00+02:00","1964-08-09","male","{Ontario|Belleville Ontario|Canada}",1964-08-09
"1090","Brian Bellows","1964-01-01T00:00:00+02:00","1964-09-01","male","{Ontario|Canada|St. Catharines}",1964-09-01
"1091","Brian McKee","1964-01-01T00:00:00+02:00","1964-12-13","","{Ontario|Canada|Willowdale Toronto}",1964-12-13
"1092","Cam Plante","1964-01-01T00:00:00+02:00","1964-03-12","male","{Manitoba|Brandon Manitoba|Canada}",1964-03-12
"1093","Vern Smith (ice hockey)","1964-01-01T00:00:00+02:00","1964-05-30","","{Alberta|Manitoba|Lethbridge|Winnipeg|Canada}",1964-05-30
"1094","Jim Camazzola","1964-01-01T00:00:00+02:00","1964-01-05","","{British Columbia|Vancouver|Canada}",1964-01-05
"1095","Jim Hofford","1964-01-01T00:00:00+02:00","1964-10-04","male","{Ontario|Canada|Greater Sudbury}",1964-10-04
"1096","Jim Koudys","1964-01-01T00:00:00+02:00","1964-01-09","male","{Ontario|Grimsby Ontario|Canada}",1964-01-09
"1097","Jim Kyte","1964-01-01T00:00:00+02:00","1964-03-21","","{Ontario|Ottawa|Canada}",1964-03-21
"1098","Jim Playfair","1964-01-01T00:00:00+02:00","1964-05-22","male","{British Columbia|Canada|Fort St. James}",1964-05-22
"1099","Allan Bester","1964-01-01T00:00:00+02:00","1964-03-26","male","{Hamilton Ontario|Ontario|Canada}",1964-03-26
"1100","Allan Stewart (ice hockey)","1964-01-01T00:00:00+02:00","1964-01-31","male","{British Columbia|Fort St. John British Columbia|Canada}",1964-01-31
"1101","Frank Pietrangelo","1964-01-01T00:00:00+02:00","1964-12-17","male","{Ontario|Niagara Falls Ontario|Canada}",1964-12-17
"1102","Marty Raymond","1964-01-01T00:00:00+02:00","1964-10-02","male","{Drummondville|Canada|Quebec}",1964-10-02
"1103","Nevin Markwart","1964-01-01T00:00:00+02:00","1964-12-09","male","{Ontario|Toronto|Canada}",1964-12-09
"1104","Normand Lacombe","1964-01-01T00:00:00+02:00","1964-10-18","male","{Canada|Montreal|Quebec}",1964-10-18
"1105","Chris Felix","1964-01-01T00:00:00+02:00","1964-05-27","","{Ontario|Canada|Bramalea Ontario}",1964-05-27
"1106","Claude Lefebvre (ice hockey)","1964-01-01T00:00:00+02:00","1964-02-20","","{Quebec City|Canada|Quebec}",1964-02-20
"1107","Scott Brower","1964-01-01T00:00:00+02:00","1964-09-26","","{Alberta|Canada|Viking Alberta}",1964-09-26
"1108","Scott Robinson (ice hockey)","1964-01-01T00:00:00+02:00","1964-03-29","male","{British Columbia|100 Mile House|Canada}",1964-03-29
"1109","Scott Stevens","1964-01-01T00:00:00+02:00","1964-04-01","","{Ontario|Kitchener Ontario|Canada}",1964-04-01
"1110","Wayne Cowley","1964-01-01T00:00:00+02:00","1964-12-04","","{Ontario|Scarborough Ontario|Canada}",1964-12-04
"1111","John Tucker (ice hockey)","1964-01-01T00:00:00+02:00","1964-09-29","male","{Ontario|Windsor Ontario|Canada}",1964-09-29
"1112","Ken Daneyko","1964-01-01T00:00:00+02:00","1964-04-17","male","{Ontario|Windsor Ontario|Canada}",1964-04-17
"1113","Ken Wregget","1964-01-01T00:00:00+02:00","1964-03-25","male","{Manitoba|Brandon Manitoba|Canada}",1964-03-25
"1114","J. J. Daigneault","1965-01-01T00:00:00+02:00","1965-10-12","male","{Canada|Montreal|Quebec}",1965-10-12
"1115","Todd Charlesworth","1965-01-01T00:00:00+02:00","1965-03-22","male","{Alberta|Canada|Calgary}",1965-03-22
"1116","Todd Gill","1965-01-01T00:00:00+02:00","1965-11-09","male","{Ontario|Brockville|Canada}",1965-11-09
"1117","Gordie Walker","1965-01-01T00:00:00+02:00","1965-08-12","male","{British Columbia|Canada|Castlegar British Columbia}",1965-08-12
"1118","Grant Jennings","1965-01-01T00:00:00+02:00","1965-05-05","male","{Saskatchewan|Canada|Hudson Bay Saskatchewan}",1965-05-05
"1119","Greg Evtushevski","1965-01-01T00:00:00+02:00","1965-05-04","male","{Alberta|Canada|St. Paul Alberta}",1965-05-04
"1120","Greg Johnston (ice hockey)","1965-01-01T00:00:00+02:00","1965-01-14","male","{Ontario|Barrie|Canada}",1965-01-14
"1121","Guy Rouleau (ice hockey)","1965-01-01T00:00:00+02:00","1965-04-16","male","{Beloeil Quebec|Canada|Quebec}",1965-04-16
"1122","Yves Héroux","1965-01-01T00:00:00+02:00","1965-04-27","","{Terrebonne Quebec|Canada|Quebec}",1965-04-27
"1123","Patrick Roy","1965-01-01T00:00:00+02:00","1965-10-05","","{Sainte-Foy Quebec City|Quebec City|Canada|Quebec}",1965-10-05
"1124","Paul Brydges","1965-01-01T00:00:00+02:00","1965-06-21","male","{Ontario|Guelph|Canada}",1965-06-21
"1125","Paul Cavallini","1965-01-01T00:00:00+02:00","1965-10-13","male","{Ontario|Toronto|Canada}",1965-10-13
"1126","Paul Cohen (ice hockey)","1965-01-01T00:00:00+02:00","1965-01-31","male","{Ontario|Toronto|Canada}",1965-01-31
"1127","Paul Jerrard","1965-01-01T00:00:00+02:00","1965-04-20","male","{Manitoba|Winnipeg|Canada}",1965-04-20
"1128","Peter Bakovic","1965-01-01T00:00:00+02:00","1965-01-31","male","{Ontario|Canada|Thunder Bay}",1965-01-31
"1129","Derrick Smith (ice hockey)","1965-01-01T00:00:00+02:00","1965-01-22","","{Ontario|Scarborough Ontario|Canada}",1965-01-22
"1130","Don Biggs","1965-01-01T00:00:00+02:00","1965-04-07","","{Ontario|Mississauga|Canada}",1965-04-07
"1131","Doug Trapp","1965-01-01T00:00:00+02:00","1965-11-28","male","{Saskatchewan|Balcarres Saskatchewan|Canada}",1965-11-28
"1132","Roger Belanger","1965-01-01T00:00:00+02:00","1965-12-01","","{Ontario|Canada|St. Catharines}",1965-12-01
"1133","Michel Mongeau","1965-01-01T00:00:00+02:00","1965-02-09","male","{Canada|Quebec|Nuns' Island}",1965-02-09
"1134","Mike Millar","1965-01-01T00:00:00+02:00","1965-04-28","male","{Ontario|Canada|St. Catharines}",1965-04-28
"1135","Mike Stevens (ice hockey born 1965)","1965-01-01T00:00:00+02:00","1965-12-30","male","{Ontario|Kitchener Ontario|Canada}",1965-12-30
"1136","Trent Yawney","1965-01-01T00:00:00+02:00","1965-09-29","","{Saskatchewan|Canada|Hudson Bay Saskatchewan}",1965-09-29
"1137","Sergio Momesso","1965-01-01T00:00:00+02:00","1965-09-04","","{Canada|Montreal|Quebec}",1965-09-04
"1138","Shane Churla","1965-01-01T00:00:00+02:00","1965-06-24","male","{British Columbia|Fernie British Columbia|Canada}",1965-06-24
"1139","Shawn Evans (ice hockey)","1965-01-01T00:00:00+02:00","1965-09-07","","{Ontario|Canada|Kingston Ontario}",1965-09-07
"1140","Stacy Wilson","1965-01-01T00:00:00+02:00","1965-05-12","","{Moncton|New Brunswick|Canada|Salisbury New Brunswick}",1965-05-12
"1141","Steve Brown (ice hockey)","1965-01-01T00:00:00+02:00","1965-03-31","","{Manitoba|Winnipeg|Canada}",1965-03-31
"1142","Steve Duchesne","1965-01-01T00:00:00+02:00","1965-06-30","male","{Canada|Sept-Îles Quebec|Quebec}",1965-06-30
"1143","Steve Guenette","1965-01-01T00:00:00+02:00","1965-11-13","","{Ontario|Gloucester Ontario|Canada}",1965-11-13
"1144","Steve Yzerman","1965-01-01T00:00:00+02:00","1965-05-09","","{British Columbia|Cranbrook British Columbia|Canada}",1965-05-09
"1145","Marc Bergevin","1965-01-01T00:00:00+02:00","1965-08-11","","{Canada|Montreal|Quebec}",1965-08-11
"1146","Mario Lemieux","1965-01-01T00:00:00+02:00","1965-10-05","male","{Canada|Montreal|Quebec}",1965-10-05
"1147","Mark Ferner","1965-01-01T00:00:00+02:00","1965-09-05","","{Saskatchewan|Regina Saskatchewan|Canada}",1965-09-05
"1148","Jay Mazur","1965-01-01T00:00:00+02:00","1965-01-22","male","{Hamilton Ontario|Ontario|Canada}",1965-01-22
"1149","Ed Belfour","1965-01-01T00:00:00+02:00","1965-04-21","male","{Manitoba|Carman Manitoba|Canada}",1965-04-21
"1150","Joe Reekie","1965-01-01T00:00:00+02:00","1965-02-22","male","{British Columbia|Victoria British Columbia|Canada}",1965-02-22
"1151","John Kordic","1965-01-01T00:00:00+02:00","1965-03-22","","{Alberta|Edmonton|Canada}",1965-03-22
"1152","Peter Zezel","1965-01-01T00:00:00+02:00","1965-04-22","male","{Ontario|Scarborough Ontario|Toronto|Canada}",1965-04-22
"1153","Alain Raymond","1965-01-01T00:00:00+02:00","1965-06-24","male","{Rimouski|Canada|Quebec}",1965-06-24
"1154","Alan May","1965-01-01T00:00:00+02:00","1965-01-14","male","{Alberta|Canada|Barrhead}",1965-01-14
"1155","Richard Hajdu","1965-01-01T00:00:00+02:00","1965-05-10","male","{British Columbia|Canada|Duncan British Columbia}",1965-05-10
"1156","Robert Heidt","1965-01-01T00:00:00+02:00","1965-02-03","","{Alberta|Canada|Calgary}",1965-02-03
"1157","Stu Grimson","1965-01-01T00:00:00+02:00","1965-05-20","male","{British Columbia|Vancouver|Canada}",1965-05-20
"1158","Sylvain Turgeon","1965-01-01T00:00:00+02:00","1965-01-17","","{Rouyn-Noranda|Canada|Quebec}",1965-01-17
"1159","Daren Puppa","1965-01-01T00:00:00+02:00","1965-03-23","male","{Ontario|Kirkland Lake|Canada}",1965-03-23
"1160","Darin Sceviour","1965-01-01T00:00:00+02:00","1965-11-30","male","{Alberta|Canada|Lacombe Alberta}",1965-11-30
"1161","Daryl Reaugh","1965-01-01T00:00:00+02:00","1965-02-13","","{British Columbia|Canada|Prince George British Columbia}",1965-02-13
"1162","Dave Goertz","1965-01-01T00:00:00+02:00","1965-03-28","","{Alberta|Edmonton|Canada}",1965-03-28
"1163","Dave Lowry","1965-01-01T00:00:00+02:00","1965-02-14","male","{Ontario|Canada|Greater Sudbury}",1965-02-14
"1164","Gerald Diduck","1965-01-01T00:00:00+02:00","1965-04-06","male","{Alberta|Edmonton|Canada}",1965-04-06
"1165","Mitch Messier","1965-01-01T00:00:00+02:00","1965-08-21","male","{Saskatchewan|Regina Saskatchewan|Canada}",1965-08-21
"1166","Bob Bassen","1965-01-01T00:00:00+02:00","1965-05-06","male","{Alberta|Canada|Calgary}",1965-05-06
"1167","Bob Essensa","1965-01-01T00:00:00+02:00","1965-01-14","male","{Ontario|Toronto|Canada}",1965-01-14
"1168","Bob Probert","1965-01-01T00:00:00+02:00","1965-06-05","","{Windsor Ontario|Canada}",1965-06-05
"1169","Bobby Dollas","1965-01-01T00:00:00+02:00","1965-01-31","","{Canada|Montreal|Quebec}",1965-01-31
"1170","Brad Berry","1965-01-01T00:00:00+02:00","1965-04-01","male","{Alberta|Canada|Bashaw Alberta}",1965-04-01
"1171","Brian Bradley","1965-01-01T00:00:00+02:00","1965-01-21","male","{Ontario|Kitchener Ontario|Canada}",1965-01-21
"1172","Brian McReynolds","1965-01-01T00:00:00+02:00","1965-01-05","","{Ontario|Penetanguishene|Canada}",1965-01-05
"1173","Bruce Bell","1965-01-01T00:00:00+02:00","1965-02-15","male","{Ontario|Toronto|Canada}",1965-02-15
"1174","Bruce Cassidy","1965-01-01T00:00:00+02:00","1965-05-20","male","{Ontario|Ottawa|Canada}",1965-05-20
"1175","Cam Neely","1965-01-01T00:00:00+02:00","1965-06-06","male","{British Columbia|Comox British Columbia|Canada}",1965-06-06
"1176","Jeff Beukeboom","1965-01-01T00:00:00+02:00","1965-03-28","","{Ontario|Ajax Ontario|Canada}",1965-03-28
"1177","Jeff Madill","1965-01-01T00:00:00+02:00","1965-06-21","male","{Ontario|Oshawa|Canada}",1965-06-21
"1178","Jim Thomson (ice hockey b. 1965)","1965-01-01T00:00:00+02:00","1965-12-30","","{Alberta|Edmonton|Canada}",1965-12-30
"1179","Allen Pedersen","1965-01-01T00:00:00+02:00","1965-01-13","male","{Alberta|Canada|Fort Saskatchewan}",1965-01-13
"1180","Andrew McBain","1965-01-01T00:00:00+02:00","1965-01-18","","{Ontario|Toronto|Canada}",1965-01-18
"1181","Norm Foster (ice hockey)","1965-01-01T00:00:00+02:00","1965-02-10","","{British Columbia|Vancouver|Canada}",1965-02-10
"1182","Chris Pusey","1965-01-01T00:00:00+02:00","1965-06-30","male","{Ontario|Brantford|Canada}",1965-06-30
"1183","Claude Lemieux","1965-01-01T00:00:00+02:00","1965-07-16","male","{Canada|Buckingham Quebec|Quebec}",1965-07-16
"1184","Cliff Ronning","1965-01-01T00:00:00+02:00","1965-10-01","male","{British Columbia|Canada|Burnaby}",1965-10-01
"1185","Adam Creighton","1965-01-01T00:00:00+02:00","1965-06-02","male","{Ontario|Burlington Ontario|Canada}",1965-06-02
"1186","Wayne Groulx","1965-01-01T00:00:00+02:00","1965-02-02","male","{Ontario|Welland|Canada}",1965-02-02
"1187","Dan Hodgson","1965-01-01T00:00:00+02:00","1965-08-29","male","{Alberta|Fort McMurray|Canada}",1965-08-29
"1188","Dan Quinn (ice hockey)","1965-01-01T00:00:00+02:00","1965-06-01","","{Ontario|Ottawa|Canada}",1965-06-01
"1189","Ken Quinney","1965-01-01T00:00:00+02:00","1965-05-23","male","{British Columbia|New Westminster|Canada}",1965-05-23
"1190","Kent Paynter","1965-01-01T00:00:00+02:00","1965-04-17","","{Prince Edward Island|Summerside Prince Edward Island|Canada}",1965-04-17
"1191","Kevan Guy","1965-01-01T00:00:00+02:00","1965-07-16","male","{Alberta|Edmonton|Canada}",1965-07-16
"1192","Kevin Evans (ice hockey)","1965-01-01T00:00:00+02:00","1965-07-10","male","{Ontario|Canada|Peterborough Ontario}",1965-07-10
"1193","Eric Germain","1966-01-01T00:00:00+02:00","1966-06-26","","{Quebec City|Canada|Quebec}",1966-06-26
"1194","Thérèse Brisson","1966-01-01T00:00:00+02:00","1966-10-05","female","{Dollard-des-Ormeaux|Canada|Quebec}",1966-10-05
"1195","Todd Elik","1966-01-01T00:00:00+02:00","1966-04-15","","{Ontario|Brampton|Canada}",1966-04-15
"1196","Todd Ewen","1966-01-01T00:00:00+02:00","1966-03-22","male","{Saskatchewan|Saskatoon|Canada}",1966-03-22
"1197","Tom Draper","1966-01-01T00:00:00+02:00","1966-11-20","male","{Canada|Outremont Quebec|Quebec}",1966-11-20
"1198","Luc Robitaille","1966-01-01T00:00:00+02:00","1966-02-17","","{Canada|Montreal|Quebec}",1966-02-17
"1199","Gord Hynes","1966-01-01T00:00:00+02:00","1966-07-22","","{Canada|Montreal|Quebec}",1966-07-22
"1200","Greg Smyth","1966-01-01T00:00:00+02:00","1966-04-23","male","{Ontario|Oakville Ontario|Canada}",1966-04-23
"1201","Hank Lammens","1966-01-01T00:00:00+02:00","1966-02-21","male","{Ontario|Brockville|Canada}",1966-02-21
"1202","Gary Roberts (ice hockey)","1966-01-01T00:00:00+02:00","1966-05-23","","{Ontario|North York|Toronto|Canada}",1966-05-23
"1203","Paul Ysebaert","1966-01-01T00:00:00+02:00","1966-05-15","","{Ontario|Sarnia|Canada|Corunna}",1966-05-15
"1204","Peter Douris","1966-01-01T00:00:00+02:00","1966-02-19","male","{Ontario|Toronto|Canada}",1966-02-19
"1205","Derek Laxdal","1966-01-01T00:00:00+02:00","1966-02-21","male","{Manitoba|Canada|Gimli Manitoba}",1966-02-21
"1206","Don Sweeney","1966-01-01T00:00:00+02:00","1966-08-17","male","{New Brunswick|Canada|St. Stephen New Brunswick}",1966-08-17
"1207","Doug Bodger","1966-01-01T00:00:00+02:00","1966-06-18","male","{British Columbia|Canada|Chemainus}",1966-06-18
"1208","Doug Houda","1966-01-01T00:00:00+02:00","1966-06-03","male","{Alberta|Blairmore Alberta|Canada}",1966-06-03
"1209","Ron Hoover","1966-01-01T00:00:00+02:00","1966-10-28","male","{Ontario|Oakville Ontario|Canada}",1966-10-28
"1210","Rudy Poeschek","1966-01-01T00:00:00+02:00","1966-09-29","male","{British Columbia|Kamloops|Terrace British Columbia|Canada}",1966-09-29
"1211","Mick Vukota","1966-01-01T00:00:00+02:00","1966-09-14","male","{Saskatchewan|Saskatoon|Canada}",1966-09-14
"1212","Mike Marcinkiewicz","1966-01-01T00:00:00+02:00","1966-01-26","","{Granby Quebec|Canada|Quebec}",1966-01-26
"1213","Mike Murray (ice hockey)","1966-01-01T00:00:00+02:00","1966-08-29","male","{Ontario|Canada|Kingston Ontario}",1966-08-29
"1214","Mike Richard","1966-01-01T00:00:00+02:00","1966-07-09","male","{Ontario|Scarborough Ontario|Canada}",1966-07-09
"1215","Mike Stapleton","1966-01-01T00:00:00+02:00","1966-05-05","male","{Ontario|Sarnia|Canada}",1966-05-05
"1216","Tony Hrkac","1966-01-01T00:00:00+02:00","1966-07-07","","{Ontario|Canada|Thunder Bay}",1966-07-07
"1217","Trevor Stienburg","1966-01-01T00:00:00+02:00","1966-05-13","male","{Ontario|Canada|Kingston Ontario}",1966-05-13
"1218","Selmar Odelein","1966-01-01T00:00:00+02:00","1966-04-11","","{Saskatchewan|Canada|Quill Lake Saskatchewan}",1966-04-11
"1219","Shawn Burr","1966-01-01T00:00:00+02:00","1966-07-01","","{Ontario|Sarnia|Canada}",1966-07-01
"1220","Steven Finn (ice hockey)","1966-01-01T00:00:00+02:00","1966-08-20","male","{Canada|Laval Quebec|Quebec}",1966-08-20
"1221","Kirk McLean","1966-01-01T00:00:00+02:00","1966-06-26","male","{Ontario|Canada|Willowdale Toronto}",1966-06-26
"1222","Kirk Muller","1966-01-01T00:00:00+02:00","1966-02-08","male","{Ontario|Canada|Kingston Ontario}",1966-02-08
"1223","Kris King","1966-01-01T00:00:00+02:00","1966-02-18","male","{Ontario|Hornepayne|Bracebridge Ontario|Canada}",1966-02-18
"1224","Marc Bureau (ice hockey)","1966-01-01T00:00:00+02:00","1966-05-19","male","{Trois-Rivières|Canada|Quebec}",1966-05-19
"1225","Marc Fortier","1966-01-01T00:00:00+02:00","1966-02-26","male","{Canada|Sherbrooke|Quebec}",1966-02-26
"1226","Mark Tinordi","1966-01-01T00:00:00+02:00","1966-05-09","male","{Alberta|Canada|Red Deer Alberta}",1966-05-09
"1227","Jamie Baker (ice hockey)","1966-01-01T00:00:00+02:00","1966-08-31","male","{Ontario|Nepean Ontario|Canada}",1966-08-31
"1228","Jason Lafreniere","1966-01-01T00:00:00+02:00","1966-12-06","male","{Ontario|Canada|St. Catharines}",1966-12-06
"1229","Joe Ferras","1966-01-01T00:00:00+02:00","1966-05-01","male","{Ontario|Brantford|Canada}",1966-05-01
"1230","Joe Nieuwendyk","1966-01-01T00:00:00+02:00","1966-09-10","male","{Ontario|Oshawa|Canada}",1966-09-10
"1231","John Druce","1966-01-01T00:00:00+02:00","1966-02-23","","{Ontario|Canada|Peterborough Ontario}",1966-02-23
"1232","Judy Diduck","1966-01-01T00:00:00+02:00","1966-04-21","female","{Alberta|Edmonton|Canada}",1966-04-21
"1233","Randy Burridge","1966-01-01T00:00:00+02:00","1966-01-07","male","{Ontario|Fort Erie Ontario|Canada}",1966-01-07
"1234","Ray Sheppard","1966-01-01T00:00:00+02:00","1966-05-27","male","{Ontario|Petawawa|Pembroke Ontario|Canada}",1966-05-27
"1235","Rene Chapdelaine","1966-01-01T00:00:00+02:00","1966-09-27","male","{Saskatchewan|Canada|Weyburn}",1966-09-27
"1236","Al Conroy","1966-01-01T00:00:00+02:00","1966-01-17","","{Alberta|Canada|Calgary}",1966-01-17
"1237","Robert Dirk","1966-01-01T00:00:00+02:00","1966-08-20","","{Saskatchewan|Regina Saskatchewan|Canada}",1966-08-20
"1238","Robin Bawa","1966-01-01T00:00:00+02:00","1966-03-26","","{British Columbia|Canada|Duncan British Columbia}",1966-03-26
"1239","Sylvain Côté","1966-01-01T00:00:00+02:00","1966-01-19","male","{Quebec City|Canada|Quebec}",1966-01-19
"1240","Terry Carkner","1966-01-01T00:00:00+02:00","1966-03-07","male","{Ontario|Smiths Falls|Canada}",1966-03-07
"1241","Darcy Wakaluk","1966-01-01T00:00:00+02:00","1966-03-14","male","{Alberta|Pincher Creek|Canada}",1966-03-14
"1242","Darryl Olsen","1966-01-01T00:00:00+02:00","1966-10-07","","{Alberta|Canada|Calgary}",1966-10-07
"1243","Dave Nonis","1966-01-01T00:00:00+02:00","1966-05-25","","{British Columbia|Canada|Burnaby}",1966-05-25
"1244","Dave Pasin","1966-01-01T00:00:00+02:00","1966-07-08","male","{Alberta|Edmonton|Canada}",1966-07-08
"1245","Dave Thomlinson","1966-01-01T00:00:00+02:00","1966-10-22","male","{Alberta|Edmonton|Canada}",1966-10-22
"1246","David Mackey","1966-01-01T00:00:00+02:00","1966-07-24","male","{British Columbia|New Westminster|Canada}",1966-07-24
"1247","Mitch Molloy","1966-01-01T00:00:00+02:00","1966-10-10","","{Ontario|Red Lake Ontario|Canada}",1966-10-10
"1248","Benoît Hogue","1966-01-01T00:00:00+02:00","1966-10-28","male","{Repentigny Quebec|Canada|Quebec}",1966-10-28
"1249","Bill Armstrong (ice hockey born 1966)","1966-01-01T00:00:00+02:00","1966-06-25","male","{Ontario|London Ontario|Canada}",1966-06-25
"1250","Bill McDougall","1966-01-01T00:00:00+02:00","1966-08-10","male","{Ontario|Mississauga|Canada}",1966-08-10
"1251","Bill Ranford","1966-01-01T00:00:00+02:00","1966-12-14","male","{Manitoba|Brandon Manitoba|Canada}",1966-12-14
"1252","Bob Halkidis","1966-01-01T00:00:00+02:00","1966-03-05","male","{Ontario|Toronto|Canada}",1966-03-05
"1253","Bob Joyce","1966-01-01T00:00:00+02:00","1966-07-11","male","{New Brunswick|Saint John New Brunswick|Canada}",1966-07-11
"1254","Brad Lauer","1966-01-01T00:00:00+02:00","1966-10-27","male","{Saskatchewan|Canada|Humboldt Saskatchewan}",1966-10-27
